PolicyNumber,LineOfBusiness,PolicyStatus,EffectiveDate,ExpirationDate,State,ClassCode,WrittenPremium,InsuredName,AgencyCode,UnderwriterID,RenewalCount
KM-POL-000238,WC,Expired,2021-05-05,2022-05-05,PA,8742,3265.64,Insured A-238,AG001,UW103,0
KM-POL-000239,CA,Cancelled,2022-10-05,2023-10-05,PA,7220,6656.53,Insured A-239,AG004,UW102,2
KM-POL-000240,WC,Expired,2021-04-28,2022-04-28,PA,5191,32574.68,Insured A-240,AG003,UW104,4
KM-POL-000241,GL,Expired,2021-04-13,2022-04-13,NY,58483,32533.15,Insured A-241,AG005,UW102,1
KM-POL-000242,GL,Expired,2023-09-04,2024-09-03,PA,91580,4998.64,Insured A-242,AG015,UW104,0
KM-POL-000243,GL,Expired,2023-10-27,2024-10-26,DE,58483,9358.13,Insured A-243,AG004,UW103,0
KM-POL-000244,WC,In Force,2023-12-24,2024-12-23,MD,5183,15612.21,Insured A-244,AG005,UW104,1
KM-POL-000245,WC,In Force,2021-11-19,2022-11-19,OH,9015,11572.48,Insured A-245,AG005,UW101,5
KM-POL-000246,GL,In Force,2021-04-27,2022-04-27,DE,97047,6190.73,Insured A-246,AG003,UW102,4
KM-POL-000247,WC,In Force,2023-11-07,2024-11-06,PA,5191,14027.57,Insured A-247,AG003,UW101,4
KM-POL-000248,GL,In Force,2021-06-14,2022-06-14,OH,91580,1127.13,Insured A-248,AG015,UW102,3
KM-POL-000249,GL,Cancelled,2022-01-16,2023-01-16,DE,91580,10694.11,Insured A-249,AG001,UW102,1
KM-POL-000250,GL,In Force,2021-05-21,2022-05-21,PA,91580,7246.87,Insured A-250,AG012,UW104,4
KM-POL-000251,WC,In Force,2021-05-20,2022-05-20,PA,8742,8283.49,Insured A-251,AG002,UW103,5
KM-POL-000252,WC,In Force,2022-04-27,2023-04-27,MD,8017,50893.46,Insured A-252,AG004,UW103,1
KM-POL-000253,GL,In Force,2023-04-07,2024-04-06,NY,97047,4136.26,Insured A-253,AG003,UW101,1
KM-POL-000254,WC,In Force,2021-09-03,2022-09-03,OH,8742,7169.13,Insured A-254,AG004,UW104,2
KM-POL-000255,WC,In Force,2022-05-20,2023-05-20,OH,8742,48690.67,Insured A-255,AG012,UW103,0
KM-POL-000256,CA,In Force,2021-03-23,2022-03-23,DE,7210,2983.23,Insured A-256,AG012,UW102,0
KM-POL-000257,GL,In Force,2021-06-17,2022-06-17,DE,58483,4513.91,Insured A-257,AG015,UW102,4
KM-POL-000258,CA,Expired,2023-05-09,2024-05-08,NJ,7219,4499.78,Insured A-258,AG005,UW104,4
KM-POL-000259,CA,Expired,2023-12-07,2024-12-06,NJ,7219,8139.15,Insured A-259,AG015,UW101,0
KM-POL-000260,WC,In Force,2022-10-10,2023-10-10,NJ,7380,11687.11,Insured A-260,AG002,UW104,1
KM-POL-000261,CA,In Force,2022-06-19,2023-06-19,NY,7219,2262.95,Insured A-261,AG001,UW101,3
KM-POL-000262,GL,In Force,2022-02-23,2023-02-23,NY,41677,4570.98,Insured A-262,AG004,UW104,2
KM-POL-000263,WC,Expired,2022-10-06,2023-10-06,OH,7380,6088.25,Insured A-263,AG002,UW102,1
KM-POL-000264,CA,In Force,2022-05-04,2023-05-04,NJ,7219,4692.25,Insured A-264,AG001,UW104,3
KM-POL-000265,GL,In Force,2022-06-28,2023-06-28,NY,91580,8938.21,Insured A-265,AG004,UW103,4
KM-POL-000266,CA,Expired,2023-03-22,2024-03-21,NY,7220,6316.52,Insured A-266,AG002,UW103,4
KM-POL-000267,CA,In Force,2021-09-26,2022-09-26,DE,7220,1693.23,Insured A-267,AG003,UW104,1
KM-POL-000268,CA,In Force,2022-09-07,2023-09-07,NY,7219,9305.53,Insured A-268,AG004,UW101,0
KM-POL-000269,WC,In Force,2023-07-26,2024-07-25,PA,8017,12113.25,Insured A-269,AG002,UW101,4
KM-POL-000270,WC,Cancelled,2022-10-10,2023-10-10,DE,8742,29960.22,Insured A-270,AG012,UW102,0
KM-POL-000271,GL,Expired,2021-05-29,2022-05-29,PA,41677,9053.79,Insured A-271,AG001,UW102,3
KM-POL-000272,GL,Expired,2021-01-20,2022-01-20,NJ,58483,14341.69,Insured A-272,AG002,UW101,0
KM-POL-000273,GL,In Force,2023-07-28,2024-07-27,NJ,91580,9196.53,Insured A-273,AG003,UW104,1
KM-POL-000274,GL,In Force,2021-07-24,2022-07-24,NY,97047,17023.64,Insured A-274,AG015,UW102,1
KM-POL-000275,CA,Cancelled,2021-05-31,2022-05-31,MD,7219,6723.41,Insured A-275,AG004,UW101,0
KM-POL-000276,CA,Cancelled,2022-03-13,2023-03-13,NY,7210,4634.35,Insured A-276,AG004,UW101,4
KM-POL-000277,CA,In Force,2023-11-03,2024-11-02,NY,7210,19215.28,Insured A-277,AG004,UW104,0
KM-POL-000278,CA,Expired,2022-06-28,2023-06-28,DE,7219,8378.48,Insured A-278,AG003,UW103,4
KM-POL-000279,CA,In Force,2021-09-29,2022-09-29,NY,7219,6934.38,Insured A-279,AG001,UW101,4
KM-POL-000280,CA,In Force,2022-12-16,2023-12-16,PA,7210,2285.22,Insured A-280,AG004,UW102,1
KM-POL-000281,GL,Expired,2021-05-21,2022-05-21,PA,41677,2692.39,Insured A-281,AG001,UW104,3
KM-POL-000282,WC,In Force,2022-05-16,2023-05-16,NJ,8810,12508.61,Insured A-282,AG002,UW104,1
KM-POL-000283,WC,Cancelled,2023-01-27,2024-01-27,NJ,9015,11119.07,Insured A-283,AG012,UW104,3
KM-POL-000284,WC,In Force,2022-08-07,2023-08-07,PA,8017,6055.38,Insured A-284,AG012,UW103,2
KM-POL-000285,CA,In Force,2021-11-20,2022-11-20,PA,7230,5348.6,Insured A-285,AG001,UW103,1
KM-POL-000286,WC,Cancelled,2023-06-17,2024-06-16,PA,9015,35274.0,Insured A-286,AG001,UW102,1
KM-POL-000287,CA,Cancelled,2022-09-12,2023-09-12,MD,7230,7459.48,Insured A-287,AG012,UW102,2
KM-POL-000288,CA,In Force,2023-12-20,2024-12-19,NJ,7219,2478.47,Insured A-288,AG004,UW104,4
KM-POL-000289,WC,In Force,2021-01-17,2022-01-17,NJ,9015,9052.47,Insured A-289,AG005,UW102,0
KM-POL-000290,CA,Expired,2022-09-06,2023-09-06,PA,7210,3032.13,Insured A-290,AG005,UW101,2
KM-POL-000291,WC,In Force,2021-08-01,2022-08-01,NY,7380,7257.86,Insured A-291,AG003,UW103,1
KM-POL-000292,WC,Cancelled,2021-10-03,2022-10-03,PA,8742,7108.93,Insured A-292,AG015,UW104,3
KM-POL-000293,GL,Cancelled,2022-06-26,2023-06-26,PA,41677,4748.8,Insured A-293,AG012,UW104,0
KM-POL-000294,WC,In Force,2021-08-25,2022-08-25,DE,8810,3626.02,Insured A-294,AG012,UW101,2
KM-POL-000295,WC,In Force,2021-08-08,2022-08-08,PA,9015,8936.29,Insured A-295,AG003,UW101,0
KM-POL-000296,CA,In Force,2021-11-15,2022-11-15,PA,7220,3510.93,Insured A-296,AG005,UW101,2
KM-POL-000297,CA,Cancelled,2022-07-12,2023-07-12,PA,7220,847.53,Insured A-297,AG002,UW101,3
KM-POL-000298,WC,In Force,2022-08-01,2023-08-01,PA,8742,51142.83,Insured A-298,AG004,UW104,3
KM-POL-000299,CA,In Force,2022-03-08,2023-03-08,PA,7230,9445.2,Insured A-299,AG004,UW103,3
KM-POL-000300,WC,In Force,2022-12-04,2023-12-04,NJ,7380,7324.35,Insured A-300,AG002,UW103,2
KM-POL-000301,WC,Expired,2022-02-21,2023-02-21,OH,5191,10047.26,Insured A-301,AG002,UW101,4
KM-POL-000302,CA,In Force,2022-06-25,2023-06-25,DE,7230,2433.31,Insured A-302,AG005,UW102,2
KM-POL-000303,CA,In Force,2023-11-02,2024-11-01,DE,7210,13594.68,Insured A-303,AG003,UW104,4
KM-POL-000304,CA,Cancelled,2023-09-28,2024-09-27,PA,7219,15342.36,Insured A-304,AG002,UW103,2
KM-POL-000305,CA,Cancelled,2022-05-30,2023-05-30,MD,7230,5399.25,Insured A-305,AG003,UW101,2
KM-POL-000306,GL,Expired,2021-04-15,2022-04-15,NJ,91580,13581.6,Insured A-306,AG015,UW102,0
KM-POL-000307,CA,In Force,2021-07-09,2022-07-09,PA,7210,5459.83,Insured A-307,AG001,UW102,2
KM-POL-000308,WC,In Force,2023-05-18,2024-05-17,NY,9015,3396.9,Insured A-308,AG004,UW101,0
KM-POL-000309,CA,Expired,2022-07-21,2023-07-21,PA,7220,3838.76,Insured A-309,AG005,UW104,4
KM-POL-000310,WC,In Force,2021-04-01,2022-04-01,NJ,8017,10998.81,Insured A-310,AG004,UW103,2
KM-POL-000311,WC,Cancelled,2021-01-08,2022-01-08,DE,8742,6879.92,Insured A-311,AG005,UW102,5
KM-POL-000312,WC,Expired,2022-11-15,2023-11-15,OH,5191,8308.86,Insured A-312,AG001,UW103,0
KM-POL-000313,WC,In Force,2021-09-25,2022-09-25,NJ,8017,9199.28,Insured A-313,AG004,UW103,0
KM-POL-000314,GL,Cancelled,2022-06-21,2023-06-21,NY,41677,6269.08,Insured A-314,AG001,UW102,4
KM-POL-000315,GL,Cancelled,2021-11-27,2022-11-27,MD,41677,6881.42,Insured A-315,AG005,UW101,1
KM-POL-000316,CA,In Force,2023-06-24,2024-06-23,PA,7219,2600.96,Insured A-316,AG002,UW102,1
KM-POL-000317,WC,In Force,2023-05-26,2024-05-25,PA,5183,5576.89,Insured A-317,AG015,UW102,4
KM-POL-000318,WC,In Force,2021-01-20,2022-01-20,NJ,5183,3541.6,Insured A-318,AG004,UW104,2
KM-POL-000319,WC,In Force,2021-08-18,2022-08-18,NJ,5183,21639.0,Insured A-319,AG001,UW103,0
KM-POL-000320,WC,In Force,2021-06-04,2022-06-04,NJ,9015,1836.25,Insured A-320,AG012,UW101,4
KM-POL-000321,CA,Expired,2021-11-02,2022-11-02,MD,7210,9819.78,Insured A-321,AG004,UW103,0
KM-POL-000322,CA,Cancelled,2021-03-15,2022-03-15,NY,7219,11291.55,Insured A-322,AG004,UW102,4
KM-POL-000323,CA,In Force,2023-01-27,2024-01-27,NY,7219,4099.79,Insured A-323,AG004,UW101,0
KM-POL-000324,WC,In Force,2021-10-31,2022-10-31,NJ,8017,1233.35,Insured A-324,AG003,UW101,2
KM-POL-000325,GL,Expired,2023-05-31,2024-05-30,OH,58483,5151.7,Insured A-325,AG001,UW101,0
KM-POL-000326,CA,In Force,2021-09-19,2022-09-19,MD,7219,4729.1,Insured A-326,AG001,UW101,3
KM-POL-000327,CA,Expired,2021-03-27,2022-03-27,OH,7210,2680.18,Insured A-327,AG004,UW104,0
KM-POL-000328,CA,In Force,2022-09-24,2023-09-24,PA,7210,3607.86,Insured A-328,AG002,UW101,3
KM-POL-000329,WC,In Force,2023-01-17,2024-01-17,NY,8017,33663.05,Insured A-329,AG004,UW102,1
KM-POL-000330,WC,In Force,2021-03-23,2022-03-23,PA,7380,16847.23,Insured A-330,AG003,UW104,0
KM-POL-000331,WC,Expired,2023-01-03,2024-01-03,PA,5191,4723.7,Insured A-331,AG005,UW102,3
KM-POL-000332,CA,In Force,2022-03-07,2023-03-07,PA,7219,1884.54,Insured A-332,AG003,UW102,1
KM-POL-000333,WC,Expired,2022-05-27,2023-05-27,NY,9015,7618.89,Insured A-333,AG002,UW103,0
KM-POL-000334,WC,In Force,2021-07-30,2022-07-30,NY,8810,8343.47,Insured A-334,AG004,UW101,0
KM-POL-000335,WC,In Force,2022-12-26,2023-12-26,PA,8742,14719.96,Insured A-335,AG001,UW101,1
KM-POL-000336,WC,In Force,2023-04-13,2024-04-12,NJ,8742,6449.43,Insured A-336,AG015,UW102,0
KM-POL-000337,GL,Cancelled,2021-11-13,2022-11-13,NJ,91580,9490.53,Insured A-337,AG012,UW101,0
KM-POL-000338,CA,Cancelled,2022-04-30,2023-04-30,NJ,7230,15694.92,Insured A-338,AG004,UW104,1
KM-POL-000339,CA,In Force,2021-11-29,2022-11-29,PA,7219,8016.85,Insured A-339,AG002,UW103,2
KM-POL-000340,WC,In Force,2021-12-29,2022-12-29,NJ,8810,9523.61,Insured A-340,AG001,UW101,2
KM-POL-000341,CA,In Force,2023-04-25,2024-04-24,NY,7230,4403.3,Insured A-341,AG003,UW101,0
KM-POL-000342,CA,In Force,2021-02-20,2022-02-20,PA,7219,3967.92,Insured A-342,AG005,UW104,5
KM-POL-000343,WC,In Force,2022-01-03,2023-01-03,PA,8742,25451.06,Insured A-343,AG005,UW103,4
KM-POL-000344,WC,Cancelled,2022-11-12,2023-11-12,NJ,7380,5991.81,Insured A-344,AG015,UW104,1
KM-POL-000345,WC,Cancelled,2023-04-24,2024-04-23,MD,5191,10261.74,Insured A-345,AG004,UW102,0
KM-POL-000346,CA,In Force,2022-05-24,2023-05-24,NY,7219,5068.09,Insured A-346,AG003,UW102,4
KM-POL-000347,CA,In Force,2022-07-01,2023-07-01,NY,7220,3637.05,Insured A-347,AG015,UW101,1
KM-POL-000348,WC,Expired,2021-11-23,2022-11-23,NJ,9015,3301.15,Insured A-348,AG012,UW103,1
KM-POL-000349,WC,Expired,2021-08-10,2022-08-10,DE,8742,12815.1,Insured A-349,AG012,UW102,1
KM-POL-000350,CA,In Force,2023-02-23,2024-02-23,PA,7210,4738.13,Insured A-350,AG015,UW104,3
KM-POL-000351,CA,In Force,2021-03-21,2022-03-21,NY,7219,6635.2,Insured A-351,AG002,UW102,0
KM-POL-000352,GL,In Force,2023-08-22,2024-08-21,MD,97047,4566.4,Insured A-352,AG005,UW102,3
KM-POL-000353,CA,In Force,2022-04-01,2023-04-01,NY,7220,10224.0,Insured A-353,AG003,UW104,3
KM-POL-000354,WC,In Force,2022-02-13,2023-02-13,OH,9015,4907.8,Insured A-354,AG004,UW101,2
KM-POL-000355,WC,In Force,2023-08-01,2024-07-31,NY,8742,38934.35,Insured A-355,AG001,UW103,4
KM-POL-000356,CA,Expired,2022-12-18,2023-12-18,PA,7210,1722.3,Insured A-356,AG004,UW101,0
KM-POL-000357,WC,In Force,2022-09-18,2023-09-18,MD,8017,14014.06,Insured A-357,AG004,UW104,2
KM-POL-000358,CA,In Force,2022-04-12,2023-04-12,PA,7230,6537.16,Insured A-358,AG003,UW102,1
KM-POL-000359,GL,In Force,2022-04-02,2023-04-02,DE,91580,3801.34,Insured A-359,AG005,UW103,1
KM-POL-000360,CA,Expired,2021-02-18,2022-02-18,PA,7220,6340.01,Insured A-360,AG003,UW101,1
KM-POL-000361,WC,Expired,2022-01-31,2023-01-31,PA,7380,27546.06,Insured A-361,AG001,UW104,1
KM-POL-000362,CA,In Force,2023-03-28,2024-03-27,NJ,7219,1299.73,Insured A-362,AG015,UW102,0
KM-POL-000363,CA,In Force,2022-11-04,2023-11-04,PA,7230,6645.18,Insured A-363,AG003,UW102,1
KM-POL-000364,CA,Cancelled,2022-07-25,2023-07-25,NJ,7219,1101.07,Insured A-364,AG002,UW101,1
KM-POL-000365,GL,In Force,2021-05-23,2022-05-23,DE,41677,3374.61,Insured A-365,AG004,UW104,3
KM-POL-000366,WC,In Force,2022-07-26,2023-07-26,PA,5183,36436.75,Insured A-366,AG005,UW102,0
KM-POL-000367,GL,In Force,2022-12-21,2023-12-21,PA,58483,4414.95,Insured A-367,AG012,UW102,2
KM-POL-000368,GL,In Force,2023-11-10,2024-11-09,DE,41677,2916.92,Insured A-368,AG001,UW103,0
KM-POL-000369,WC,In Force,2023-03-30,2024-03-29,NJ,5191,8447.7,Insured A-369,AG012,UW102,0
KM-POL-000370,WC,Cancelled,2022-11-10,2023-11-10,NY,9015,51757.52,Insured A-370,AG004,UW101,1
KM-POL-000371,WC,Expired,2021-02-26,2022-02-26,NY,7380,2286.22,Insured A-371,AG003,UW104,0
KM-POL-000372,WC,In Force,2021-08-25,2022-08-25,OH,9015,4268.22,Insured A-372,AG012,UW104,2
KM-POL-000373,WC,Cancelled,2022-06-19,2023-06-19,NY,9015,32792.18,Insured A-373,AG002,UW103,1
KM-POL-000374,CA,In Force,2022-01-01,2023-01-01,NJ,7210,14982.25,Insured A-374,AG003,UW104,5
KM-POL-000375,WC,In Force,2022-06-28,2023-06-28,NY,7380,9111.16,Insured A-375,AG004,UW101,5
KM-POL-000376,WC,Expired,2021-03-20,2022-03-20,PA,5191,3672.98,Insured A-376,AG012,UW102,1
KM-POL-000377,GL,Expired,2021-08-11,2022-08-11,NJ,41677,28770.06,Insured A-377,AG015,UW103,3
KM-POL-000378,WC,In Force,2023-06-09,2024-06-08,NY,8017,35438.49,Insured A-378,AG001,UW104,0
KM-POL-000379,GL,In Force,2022-12-09,2023-12-09,NJ,97047,10670.76,Insured A-379,AG012,UW103,2
KM-POL-000380,WC,Expired,2022-10-05,2023-10-05,NY,7380,5167.16,Insured A-380,AG015,UW103,3
KM-POL-000381,WC,Expired,2023-06-13,2024-06-12,OH,5183,9516.44,Insured A-381,AG015,UW104,0
KM-POL-000382,CA,Expired,2023-11-14,2024-11-13,OH,7210,4463.93,Insured A-382,AG012,UW103,0
KM-POL-000383,CA,In Force,2021-08-25,2022-08-25,MD,7220,5993.98,Insured A-383,AG005,UW104,0
KM-POL-000384,GL,In Force,2023-02-28,2024-02-28,NJ,97047,18319.13,Insured A-384,AG012,UW101,1
KM-POL-000385,CA,In Force,2022-01-25,2023-01-25,NJ,7210,8330.26,Insured A-385,AG004,UW104,2
KM-POL-000386,GL,In Force,2022-06-06,2023-06-06,DE,91580,3120.78,Insured A-386,AG015,UW102,1
KM-POL-000387,WC,Cancelled,2021-04-01,2022-04-01,NJ,8742,29768.23,Insured A-387,AG001,UW104,1
KM-POL-000388,WC,In Force,2023-06-13,2024-06-12,NY,8017,12714.59,Insured A-388,AG004,UW102,1
KM-POL-000389,CA,In Force,2021-01-04,2022-01-04,NY,7210,7422.26,Insured A-389,AG002,UW103,3
KM-POL-000390,GL,Expired,2023-12-01,2024-11-30,NY,41677,18519.48,Insured A-390,AG003,UW104,0
KM-POL-000391,GL,In Force,2022-02-08,2023-02-08,NJ,97047,3046.94,Insured A-391,AG012,UW102,3
KM-POL-000392,WC,In Force,2023-01-16,2024-01-16,PA,7380,9617.5,Insured A-392,AG005,UW104,2
KM-POL-000393,WC,Expired,2023-06-03,2024-06-02,NJ,8742,6469.39,Insured A-393,AG001,UW104,3
KM-POL-000394,CA,Expired,2021-05-24,2022-05-24,PA,7219,1918.47,Insured A-394,AG005,UW104,3
KM-POL-000395,WC,Expired,2022-11-08,2023-11-08,OH,8810,13060.77,Insured A-395,AG005,UW101,1
KM-POL-000396,GL,In Force,2022-10-05,2023-10-05,NJ,97047,38487.53,Insured A-396,AG005,UW102,0
KM-POL-000397,GL,Expired,2021-09-13,2022-09-13,PA,58483,1829.77,Insured A-397,AG012,UW101,2
KM-POL-000398,WC,Expired,2022-09-08,2023-09-08,PA,5183,9644.81,Insured A-398,AG001,UW101,5
KM-POL-000399,CA,In Force,2023-11-05,2024-11-04,NY,7220,7217.95,Insured A-399,AG001,UW102,2
KM-POL-000400,CA,In Force,2022-09-26,2023-09-26,NY,7210,5291.45,Insured A-400,AG015,UW104,0
KM-POL-000401,WC,Expired,2023-04-17,2024-04-16,NJ,5191,9040.75,Insured A-401,AG005,UW101,0
KM-POL-000402,GL,In Force,2022-10-31,2023-10-31,PA,97047,2671.91,Insured A-402,AG015,UW101,5
KM-POL-000403,CA,Expired,2023-04-05,2024-04-04,NJ,7219,5651.48,Insured A-403,AG015,UW101,0
KM-POL-000404,GL,In Force,2022-08-29,2023-08-29,NJ,41677,3905.98,Insured A-404,AG003,UW104,0
KM-POL-000405,WC,In Force,2021-09-18,2022-09-18,NY,8810,1716.53,Insured A-405,AG012,UW101,1
KM-POL-000406,GL,In Force,2022-01-28,2023-01-28,NY,97047,15309.28,Insured A-406,AG012,UW103,5
KM-POL-000407,WC,Expired,2023-05-12,2024-05-11,NJ,5183,21305.25,Insured A-407,AG004,UW102,1
KM-POL-000408,WC,In Force,2023-02-16,2024-02-16,PA,5191,10314.74,Insured A-408,AG015,UW103,1
KM-POL-000409,GL,In Force,2021-12-23,2022-12-23,MD,97047,7788.1,Insured A-409,AG012,UW104,2
KM-POL-000410,WC,Expired,2022-09-09,2023-09-09,NJ,8810,23375.75,Insured A-410,AG005,UW101,0
KM-POL-000411,WC,Expired,2023-04-12,2024-04-11,NY,8742,11842.76,Insured A-411,AG002,UW102,4
KM-POL-000412,GL,Cancelled,2021-01-01,2022-01-01,PA,41677,12491.61,Insured A-412,AG005,UW101,2
KM-POL-000413,GL,In Force,2022-09-15,2023-09-15,NJ,58483,5387.1,Insured A-413,AG001,UW104,1
KM-POL-000414,CA,In Force,2022-08-11,2023-08-11,PA,7210,10798.8,Insured A-414,AG012,UW102,4
KM-POL-000415,CA,Cancelled,2022-03-07,2023-03-07,DE,7210,5957.89,Insured A-415,AG012,UW103,5
KM-POL-000416,WC,Expired,2023-05-31,2024-05-30,MD,9015,11559.25,Insured A-416,AG004,UW102,1
KM-POL-000417,WC,In Force,2022-10-22,2023-10-22,NJ,9015,3582.98,Insured A-417,AG015,UW101,0
KM-POL-000418,WC,In Force,2023-08-11,2024-08-10,PA,9015,12451.11,Insured A-418,AG002,UW102,3
KM-POL-000419,CA,Expired,2023-06-24,2024-06-23,PA,7210,2983.42,Insured A-419,AG012,UW104,1
KM-POL-000420,CA,In Force,2023-06-25,2024-06-24,NJ,7219,3351.05,Insured A-420,AG004,UW104,4
KM-POL-000421,CA,Expired,2022-03-14,2023-03-14,PA,7219,3013.25,Insured A-421,AG004,UW102,4
KM-POL-000422,CA,In Force,2023-11-13,2024-11-12,PA,7219,2592.19,Insured A-422,AG002,UW104,0
KM-POL-000423,WC,In Force,2023-08-28,2024-08-27,NY,5191,54166.46,Insured A-423,AG005,UW104,5
KM-POL-000424,CA,Expired,2021-12-14,2022-12-14,NJ,7219,10924.94,Insured A-424,AG005,UW104,1
KM-POL-000425,WC,In Force,2021-06-23,2022-06-23,PA,9015,45995.28,Insured A-425,AG005,UW103,2
KM-POL-000426,CA,In Force,2022-08-05,2023-08-05,MD,7230,2359.64,Insured A-426,AG003,UW101,0
KM-POL-000427,WC,In Force,2023-11-22,2024-11-21,PA,7380,10477.68,Insured A-427,AG015,UW104,4
KM-POL-000428,GL,In Force,2022-11-18,2023-11-18,MD,91580,2682.61,Insured A-428,AG015,UW102,2
KM-POL-000429,WC,Expired,2021-07-11,2022-07-11,NJ,8810,5672.83,Insured A-429,AG005,UW104,2
KM-POL-000430,WC,Expired,2022-04-27,2023-04-27,OH,5191,4748.09,Insured A-430,AG002,UW103,4
KM-POL-000431,WC,Expired,2022-09-28,2023-09-28,NY,5183,26679.94,Insured A-431,AG003,UW102,2
KM-POL-000432,CA,In Force,2022-04-06,2023-04-06,OH,7210,3874.85,Insured A-432,AG015,UW101,1
KM-POL-000433,CA,In Force,2022-02-12,2023-02-12,MD,7219,9330.35,Insured A-433,AG005,UW102,4
KM-POL-000434,WC,In Force,2021-10-29,2022-10-29,PA,8017,16047.31,Insured A-434,AG003,UW102,3
KM-POL-000435,WC,Cancelled,2021-02-20,2022-02-20,MD,9015,62499.32,Insured A-435,AG002,UW102,4
KM-POL-000436,CA,Expired,2021-04-05,2022-04-05,NJ,7220,2022.99,Insured A-436,AG005,UW102,4
KM-POL-000437,WC,Expired,2022-05-17,2023-05-17,NJ,9015,27102.64,Insured A-437,AG001,UW104,1
KM-POL-000438,GL,In Force,2023-09-01,2024-08-31,NJ,58483,14801.87,Insured A-438,AG012,UW101,1
KM-POL-000439,CA,In Force,2021-05-30,2022-05-30,DE,7210,2740.71,Insured A-439,AG002,UW104,1
KM-POL-000440,WC,In Force,2023-07-22,2024-07-21,PA,8742,22152.52,Insured A-440,AG004,UW103,2
KM-POL-000441,WC,In Force,2023-04-29,2024-04-28,DE,8742,12950.84,Insured A-441,AG004,UW103,1
KM-POL-000442,GL,In Force,2022-02-03,2023-02-03,DE,97047,5657.67,Insured A-442,AG002,UW102,3
KM-POL-000443,WC,Cancelled,2023-02-26,2024-02-26,NY,5191,5119.7,Insured A-443,AG004,UW104,0
KM-POL-000444,WC,In Force,2023-10-10,2024-10-09,OH,5191,5567.56,Insured A-444,AG015,UW104,0
KM-POL-000445,GL,In Force,2023-03-30,2024-03-29,NJ,91580,27857.81,Insured A-445,AG002,UW101,0
KM-POL-000446,GL,In Force,2022-05-15,2023-05-15,NJ,58483,6637.42,Insured A-446,AG001,UW101,0
KM-POL-000447,GL,Cancelled,2021-10-30,2022-10-30,PA,41677,11470.01,Insured A-447,AG002,UW101,2
KM-POL-000448,CA,Expired,2021-01-12,2022-01-12,PA,7220,3057.83,Insured A-448,AG005,UW104,0
KM-POL-000449,WC,Expired,2021-08-07,2022-08-07,PA,5183,5303.48,Insured A-449,AG005,UW101,0
KM-POL-000450,WC,Cancelled,2023-05-21,2024-05-20,NJ,5191,23519.56,Insured A-450,AG003,UW101,0
KM-POL-000451,CA,In Force,2022-03-25,2023-03-25,PA,7210,2186.93,Insured A-451,AG004,UW101,3
KM-POL-000452,CA,Expired,2021-12-27,2022-12-27,MD,7230,3830.96,Insured A-452,AG012,UW102,3
KM-POL-000453,WC,In Force,2023-11-27,2024-11-26,DE,5183,10170.25,Insured A-453,AG004,UW103,0
KM-POL-000454,GL,In Force,2023-08-10,2024-08-09,NJ,41677,7172.15,Insured A-454,AG015,UW103,3
KM-POL-000455,WC,Expired,2021-04-13,2022-04-13,DE,5191,8576.02,Insured A-455,AG002,UW104,1
KM-POL-000456,CA,Expired,2022-05-26,2023-05-26,PA,7230,6232.24,Insured A-456,AG012,UW104,0
KM-POL-000457,WC,In Force,2021-09-06,2022-09-06,NJ,8742,17227.89,Insured A-457,AG012,UW102,2
KM-POL-000458,CA,In Force,2023-07-24,2024-07-23,NY,7210,7637.17,Insured A-458,AG004,UW103,0
KM-POL-000459,WC,In Force,2021-10-01,2022-10-01,NJ,9015,4497.86,Insured A-459,AG012,UW101,3
KM-POL-000460,WC,In Force,2023-08-10,2024-08-09,NJ,9015,7884.67,Insured A-460,AG012,UW101,0
KM-POL-000461,WC,In Force,2023-12-24,2024-12-23,MD,8742,25740.23,Insured A-461,AG005,UW104,5
KM-POL-000462,CA,In Force,2022-10-12,2023-10-12,OH,7210,8406.73,Insured A-462,AG001,UW103,0
KM-POL-000463,CA,In Force,2023-06-26,2024-06-25,NY,7219,2156.59,Insured A-463,AG002,UW104,2
KM-POL-000464,CA,Expired,2023-10-31,2024-10-30,DE,7220,6068.63,Insured A-464,AG004,UW104,4
KM-POL-000465,GL,In Force,2023-05-24,2024-05-23,NY,97047,1661.11,Insured A-465,AG005,UW101,0
KM-POL-000466,WC,In Force,2023-07-03,2024-07-02,PA,8810,10275.81,Insured A-466,AG015,UW101,1
KM-POL-000467,WC,In Force,2021-11-22,2022-11-22,NJ,5183,45171.14,Insured A-467,AG015,UW103,1
KM-POL-000468,GL,Expired,2023-08-31,2024-08-30,PA,97047,3416.85,Insured A-468,AG003,UW104,2
KM-POL-000469,WC,In Force,2023-07-11,2024-07-10,NJ,7380,5077.33,Insured A-469,AG012,UW102,0
KM-POL-000470,GL,In Force,2022-06-15,2023-06-15,DE,91580,11325.6,Insured A-470,AG012,UW103,0
KM-POL-000471,WC,In Force,2022-05-22,2023-05-22,PA,7380,2880.61,Insured A-471,AG004,UW104,2
KM-POL-000472,GL,Expired,2022-07-22,2023-07-22,MD,97047,4260.2,Insured A-472,AG001,UW103,1
KM-POL-000473,WC,Expired,2023-12-04,2024-12-03,MD,5183,15949.02,Insured A-473,AG001,UW103,2
KM-POL-000474,GL,Expired,2023-09-20,2024-09-19,NY,97047,4255.64,Insured A-474,AG004,UW103,0
