TransactionID,ClaimNumber,TransactionType,CostType,Amount,TransactionDate,CheckNumber
KM-TXN-001241,KM-CLM-000482,Reserve,Expense,27842.85,2023-04-01,
KM-TXN-001242,KM-CLM-000206,Payment,Legal,1436.05,2023-07-25,CHK-304355
KM-TXN-001243,KM-CLM-000247,Reserve Change,Legal,-1746.12,2022-09-28,
KM-TXN-001244,KM-CLM-000679,Payment,Indemnity,379.19,2024-08-24,CHK-105887
KM-TXN-001245,KM-CLM-000089,Reserve,Legal,1027.22,2021-07-14,
KM-TXN-001246,KM-CLM-000316,Reserve,Indemnity,6252.26,2023-01-05,
KM-TXN-001247,KM-CLM-000011,Reserve Change,Legal,-8196.0,2021-07-07,
KM-TXN-001248,KM-CLM-000049,Recovery,Deductible,-1325.08,2024-08-23,
KM-TXN-001249,KM-CLM-000573,Reserve Change,Medical,-2624.07,2021-06-10,
KM-TXN-001250,KM-CLM-000171,Reserve,Indemnity,2711.93,2024-01-02,
KM-TXN-001251,KM-CLM-000143,Reserve Change,Expense,2915.82,2023-01-04,
KM-TXN-001252,KM-CLM-000207,Payment,Indemnity,1415.32,2022-02-24,CHK-714663
KM-TXN-001253,KM-CLM-000463,Reserve,Medical,31128.04,2023-09-03,
KM-TXN-001254,KM-CLM-000509,Reserve Change,Medical,-10251.78,2021-08-15,
KM-TXN-001255,KM-CLM-000201,Payment,Expense,4724.62,2024-05-28,CHK-425468
KM-TXN-001256,KM-CLM-000005,Reserve Change,Legal,120.44,2024-05-16,
KM-TXN-001257,KM-CLM-000211,Reserve Change,Legal,-3289.41,2021-08-20,
KM-TXN-001258,KM-CLM-000029,Payment,Indemnity,5646.49,2023-04-22,CHK-444406
KM-TXN-001259,KM-CLM-000190,Payment,Medical,3656.23,2021-07-04,CHK-198679
KM-TXN-001260,KM-CLM-000188,Payment,Medical,2377.98,2021-10-21,CHK-486785
KM-TXN-001261,KM-CLM-000767,Recovery,Salvage,-516.42,2024-01-19,
KM-TXN-001262,KM-CLM-000150,Payment,Medical,775.45,2021-12-12,CHK-366086
KM-TXN-001263,KM-CLM-000525,Reserve Change,Medical,-5394.71,2023-09-29,
KM-TXN-001264,KM-CLM-000366,Reserve,Legal,38135.57,2023-02-07,
KM-TXN-001265,KM-CLM-000157,Payment,Legal,4876.01,2022-12-15,CHK-627217
KM-TXN-001266,KM-CLM-000080,Payment,Indemnity,3577.37,2023-03-12,CHK-113625
KM-TXN-001267,KM-CLM-000273,Reserve,Indemnity,2590.24,2023-05-10,
KM-TXN-001268,KM-CLM-000660,Reserve Change,Legal,10169.46,2023-08-29,
KM-TXN-001269,KM-CLM-000718,Reserve,Expense,1734.25,2021-11-11,
KM-TXN-001270,KM-CLM-000626,Reserve,Medical,2787.48,2024-07-14,
KM-TXN-001271,KM-CLM-000518,Reserve,Indemnity,74565.37,2023-03-04,
KM-TXN-001272,KM-CLM-000790,Payment,Indemnity,1697.84,2024-03-08,CHK-736249
KM-TXN-001273,KM-CLM-000232,Payment,Legal,14555.61,2021-09-05,CHK-386290
KM-TXN-001274,KM-CLM-000649,Recovery,Salvage,-971.26,2023-08-15,
KM-TXN-001275,KM-CLM-000160,Payment,Expense,974.83,2023-02-02,CHK-135156
KM-TXN-001276,KM-CLM-000344,Payment,Legal,1429.43,2023-12-18,CHK-778657
KM-TXN-001277,KM-CLM-000289,Payment,Expense,764.97,2024-03-07,CHK-388307
KM-TXN-001278,KM-CLM-000205,Reserve,Medical,13904.94,2022-02-04,
KM-TXN-001279,KM-CLM-000305,Payment,Expense,7843.71,2023-07-06,CHK-772844
KM-TXN-001280,KM-CLM-000360,Payment,Indemnity,3167.79,2021-12-28,CHK-601989
KM-TXN-001281,KM-CLM-000670,Reserve,Medical,7520.93,2021-07-30,
KM-TXN-001282,KM-CLM-000400,Reserve,Indemnity,1033.96,2022-09-02,
KM-TXN-001283,KM-CLM-000449,Payment,Expense,6714.81,2021-09-06,CHK-517641
KM-TXN-001284,KM-CLM-000106,Recovery,Subrogation,-1540.55,2021-06-22,
KM-TXN-001285,KM-CLM-000082,Reserve,Legal,7458.71,2022-03-12,
KM-TXN-001286,KM-CLM-000342,Reserve,Indemnity,3127.35,2022-01-02,
KM-TXN-001287,KM-CLM-000782,Reserve,Medical,5249.34,2023-03-24,
KM-TXN-001288,KM-CLM-000421,Reserve Change,Expense,-4549.46,2023-11-10,
KM-TXN-001289,KM-CLM-000049,Recovery,Salvage,-152.27,2022-09-07,
KM-TXN-001290,KM-CLM-000206,Reserve,Medical,3134.51,2022-05-15,
KM-TXN-001291,KM-CLM-000218,Reserve,Expense,1352.84,2021-11-28,
KM-TXN-001292,KM-CLM-000676,Reserve Change,Expense,-2538.18,2022-06-27,
KM-TXN-001293,KM-CLM-000436,Reserve,Expense,2363.91,2023-06-26,
KM-TXN-001294,KM-CLM-000791,Reserve Change,Legal,-390.13,2024-06-05,
KM-TXN-001295,KM-CLM-000322,Reserve,Expense,3961.81,2021-06-11,
KM-TXN-001296,KM-CLM-000231,Reserve,Medical,50.41,2021-09-16,
KM-TXN-001297,KM-CLM-000711,Payment,Expense,2744.84,2022-11-14,CHK-146050
KM-TXN-001298,KM-CLM-000487,Payment,Expense,2117.09,2021-08-28,CHK-829283
KM-TXN-001299,KM-CLM-000429,Reserve Change,Medical,4805.74,2022-01-13,
KM-TXN-001300,KM-CLM-000726,Reserve Change,Legal,-1069.05,2021-09-07,
KM-TXN-001301,KM-CLM-000284,Payment,Expense,6643.01,2023-02-14,CHK-838474
KM-TXN-001302,KM-CLM-000486,Payment,Indemnity,1504.72,2021-11-01,CHK-365329
KM-TXN-001303,KM-CLM-000276,Reserve Change,Medical,1700.39,2022-11-23,
KM-TXN-001304,KM-CLM-000433,Payment,Indemnity,601.51,2023-04-06,CHK-387492
KM-TXN-001305,KM-CLM-000185,Reserve,Legal,27014.27,2023-07-18,
KM-TXN-001306,KM-CLM-000722,Reserve,Indemnity,34544.25,2022-12-05,
KM-TXN-001307,KM-CLM-000633,Reserve,Indemnity,82865.45,2022-05-15,
KM-TXN-001308,KM-CLM-000216,Reserve Change,Medical,-2712.21,2022-03-10,
KM-TXN-001309,KM-CLM-000097,Payment,Legal,3413.94,2024-09-07,CHK-755643
KM-TXN-001310,KM-CLM-000119,Reserve,Legal,566.97,2023-12-31,
KM-TXN-001311,KM-CLM-000365,Reserve Change,Legal,-9436.17,2022-02-01,
KM-TXN-001312,KM-CLM-000794,Reserve,Indemnity,11443.23,2022-02-14,
KM-TXN-001313,KM-CLM-000403,Payment,Indemnity,1579.07,2023-03-16,CHK-160006
KM-TXN-001314,KM-CLM-000618,Reserve Change,Indemnity,-6425.45,2022-03-31,
KM-TXN-001315,KM-CLM-000397,Payment,Legal,2241.63,2024-09-09,CHK-699975
KM-TXN-001316,KM-CLM-000458,Reserve,Indemnity,19939.57,2023-09-25,
KM-TXN-001317,KM-CLM-000318,Payment,Expense,1950.26,2023-12-03,CHK-963319
KM-TXN-001318,KM-CLM-000382,Recovery,Salvage,-2272.14,2022-02-06,
KM-TXN-001319,KM-CLM-000142,Payment,Expense,818.19,2024-05-04,CHK-131904
KM-TXN-001320,KM-CLM-000457,Reserve,Legal,24937.19,2024-05-16,
KM-TXN-001321,KM-CLM-000501,Reserve,Medical,2763.75,2022-10-06,
KM-TXN-001322,KM-CLM-000323,Recovery,Deductible,-2275.98,2024-08-27,
KM-TXN-001323,KM-CLM-000268,Payment,Indemnity,393.3,2024-02-04,CHK-852908
KM-TXN-001324,KM-CLM-000487,Reserve Change,Indemnity,1153.68,2024-02-29,
KM-TXN-001325,KM-CLM-000679,Payment,Legal,2378.78,2022-12-27,CHK-593679
KM-TXN-001326,KM-CLM-000160,Payment,Expense,3205.23,2023-03-22,CHK-737058
KM-TXN-001327,KM-CLM-000743,Reserve Change,Medical,-1757.1,2024-02-14,
KM-TXN-001328,KM-CLM-000014,Reserve,Legal,9391.07,2022-09-06,
KM-TXN-001329,KM-CLM-000705,Reserve,Indemnity,3650.32,2021-12-06,
KM-TXN-001330,KM-CLM-000155,Payment,Medical,961.12,2022-11-23,CHK-762951
KM-TXN-001331,KM-CLM-000101,Reserve,Indemnity,40992.28,2023-01-28,
KM-TXN-001332,KM-CLM-000572,Payment,Expense,1985.53,2021-11-17,CHK-576557
KM-TXN-001333,KM-CLM-000043,Reserve Change,Expense,-7569.16,2023-05-24,
KM-TXN-001334,KM-CLM-000193,Reserve Change,Medical,-3365.15,2024-07-18,
KM-TXN-001335,KM-CLM-000311,Payment,Indemnity,10319.44,2022-10-10,CHK-614117
KM-TXN-001336,KM-CLM-000621,Reserve Change,Expense,-4543.04,2022-07-27,
KM-TXN-001337,KM-CLM-000605,Reserve,Medical,11061.96,2021-11-07,
KM-TXN-001338,KM-CLM-000728,Payment,Medical,785.68,2021-11-01,CHK-282212
KM-TXN-001339,KM-CLM-000465,Payment,Legal,321.87,2024-03-09,CHK-596446
KM-TXN-001340,KM-CLM-000163,Payment,Expense,3218.1,2021-10-02,CHK-886364
KM-TXN-001341,KM-CLM-000351,Reserve,Indemnity,3002.26,2022-08-10,
KM-TXN-001342,KM-CLM-000234,Reserve Change,Expense,7942.64,2021-06-27,
KM-TXN-001343,KM-CLM-000403,Reserve Change,Legal,5627.72,2022-08-17,
KM-TXN-001344,KM-CLM-000351,Payment,Medical,8252.81,2024-01-15,CHK-779003
KM-TXN-001345,KM-CLM-000167,Reserve,Indemnity,24321.84,2023-07-29,
KM-TXN-001346,KM-CLM-000148,Payment,Medical,4135.71,2022-06-20,CHK-887046
KM-TXN-001347,KM-CLM-000028,Reserve Change,Legal,-6829.02,2024-02-24,
KM-TXN-001348,KM-CLM-000259,Payment,Indemnity,1365.47,2022-01-01,CHK-672089
KM-TXN-001349,KM-CLM-000598,Payment,Expense,4044.24,2023-04-29,CHK-946652
KM-TXN-001350,KM-CLM-000620,Reserve Change,Legal,-1452.03,2022-08-02,
KM-TXN-001351,KM-CLM-000442,Payment,Medical,1744.11,2024-05-16,CHK-208933
KM-TXN-001352,KM-CLM-000629,Payment,Medical,4313.63,2024-04-18,CHK-140048
KM-TXN-001353,KM-CLM-000527,Payment,Medical,6420.61,2023-03-04,CHK-487484
KM-TXN-001354,KM-CLM-000211,Payment,Indemnity,597.58,2023-03-01,CHK-130237
KM-TXN-001355,KM-CLM-000543,Payment,Medical,4040.2,2023-12-17,CHK-742693
KM-TXN-001356,KM-CLM-000445,Payment,Indemnity,3561.56,2022-04-12,CHK-847960
KM-TXN-001357,KM-CLM-000794,Payment,Medical,551.89,2024-03-30,CHK-260633
KM-TXN-001358,KM-CLM-000453,Reserve,Expense,2671.18,2022-01-03,
KM-TXN-001359,KM-CLM-000697,Reserve,Medical,6151.97,2022-02-22,
KM-TXN-001360,KM-CLM-000404,Payment,Expense,9584.84,2022-08-23,CHK-839916
KM-TXN-001361,KM-CLM-000066,Reserve,Medical,2638.25,2023-06-15,
KM-TXN-001362,KM-CLM-000405,Reserve Change,Indemnity,2088.27,2023-07-30,
KM-TXN-001363,KM-CLM-000575,Payment,Expense,7350.47,2023-12-14,CHK-871957
KM-TXN-001364,KM-CLM-000435,Payment,Legal,16741.01,2024-04-17,CHK-285501
KM-TXN-001365,KM-CLM-000228,Reserve,Indemnity,6906.66,2022-07-21,
KM-TXN-001366,KM-CLM-000476,Reserve,Legal,204.49,2023-08-29,
KM-TXN-001367,KM-CLM-000468,Payment,Indemnity,5475.83,2022-06-20,CHK-992278
KM-TXN-001368,KM-CLM-000101,Reserve Change,Expense,1055.35,2021-10-19,
KM-TXN-001369,KM-CLM-000423,Payment,Legal,655.96,2022-12-22,CHK-238043
KM-TXN-001370,KM-CLM-000356,Reserve Change,Legal,3555.32,2023-10-15,
KM-TXN-001371,KM-CLM-000139,Reserve,Expense,80659.92,2022-05-03,
KM-TXN-001372,KM-CLM-000631,Reserve,Indemnity,6724.31,2023-02-20,
KM-TXN-001373,KM-CLM-000569,Reserve Change,Legal,-8109.06,2024-08-26,
KM-TXN-001374,KM-CLM-000131,Payment,Legal,10228.27,2021-12-27,CHK-186847
KM-TXN-001375,KM-CLM-000549,Payment,Expense,1857.85,2022-03-29,CHK-539953
KM-TXN-001376,KM-CLM-000468,Reserve,Indemnity,14311.56,2024-01-01,
KM-TXN-001377,KM-CLM-000480,Reserve,Medical,5393.87,2022-01-06,
KM-TXN-001378,KM-CLM-000111,Payment,Indemnity,3125.67,2022-01-12,CHK-974579
KM-TXN-001379,KM-CLM-000153,Reserve Change,Expense,3328.42,2022-10-06,
KM-TXN-001380,KM-CLM-000762,Reserve,Legal,16488.59,2021-07-04,
KM-TXN-001381,KM-CLM-000242,Reserve Change,Legal,733.31,2023-12-31,
KM-TXN-001382,KM-CLM-000720,Reserve,Expense,1570.48,2022-06-19,
KM-TXN-001383,KM-CLM-000682,Payment,Indemnity,2281.11,2022-11-29,CHK-986888
KM-TXN-001384,KM-CLM-000769,Reserve,Legal,16039.44,2021-07-29,
KM-TXN-001385,KM-CLM-000279,Payment,Medical,731.92,2024-02-01,CHK-225228
KM-TXN-001386,KM-CLM-000363,Reserve,Expense,934.51,2024-05-23,
KM-TXN-001387,KM-CLM-000625,Reserve,Indemnity,36298.86,2023-12-15,
KM-TXN-001388,KM-CLM-000408,Reserve Change,Indemnity,8457.91,2023-05-22,
KM-TXN-001389,KM-CLM-000175,Recovery,Deductible,-691.16,2022-11-26,
KM-TXN-001390,KM-CLM-000601,Recovery,Subrogation,-1213.45,2022-01-29,
KM-TXN-001391,KM-CLM-000135,Reserve,Legal,8635.8,2024-07-02,
KM-TXN-001392,KM-CLM-000506,Reserve Change,Indemnity,-10899.69,2021-11-20,
KM-TXN-001393,KM-CLM-000294,Payment,Medical,2317.1,2023-05-27,CHK-158770
KM-TXN-001394,KM-CLM-000495,Reserve Change,Medical,7329.86,2023-11-01,
KM-TXN-001395,KM-CLM-000419,Reserve,Medical,844.24,2022-08-09,
KM-TXN-001396,KM-CLM-000206,Reserve,Expense,736.01,2022-04-05,
KM-TXN-001397,KM-CLM-000318,Reserve Change,Expense,-3651.74,2023-08-22,
KM-TXN-001398,KM-CLM-000073,Payment,Indemnity,1023.56,2024-03-25,CHK-564915
KM-TXN-001399,KM-CLM-000259,Reserve Change,Indemnity,3335.71,2023-10-31,
KM-TXN-001400,KM-CLM-000358,Payment,Indemnity,8819.92,2024-04-06,CHK-768444
KM-TXN-001401,KM-CLM-000148,Payment,Legal,8575.09,2023-04-15,CHK-845108
KM-TXN-001402,KM-CLM-000225,Reserve Change,Legal,3269.74,2021-09-17,
KM-TXN-001403,KM-CLM-000105,Payment,Indemnity,267.92,2023-11-21,CHK-165352
KM-TXN-001404,KM-CLM-000556,Recovery,Deductible,-134.94,2022-12-11,
KM-TXN-001405,KM-CLM-000356,Reserve,Expense,14783.55,2023-06-28,
KM-TXN-001406,KM-CLM-000538,Reserve,Expense,454.65,2021-12-18,
KM-TXN-001407,KM-CLM-000261,Reserve,Medical,11305.36,2021-09-09,
KM-TXN-001408,KM-CLM-000571,Payment,Indemnity,2522.48,2023-07-24,CHK-429500
KM-TXN-001409,KM-CLM-000573,Reserve Change,Legal,-2317.3,2023-10-14,
KM-TXN-001410,KM-CLM-000070,Payment,Medical,85.14,2022-07-03,CHK-202210
KM-TXN-001411,KM-CLM-000447,Payment,Expense,2303.39,2023-01-24,CHK-999563
KM-TXN-001412,KM-CLM-000447,Reserve Change,Indemnity,2559.28,2022-06-23,
KM-TXN-001413,KM-CLM-000783,Reserve,Expense,2134.18,2023-09-03,
KM-TXN-001414,KM-CLM-000257,Reserve Change,Medical,-5459.68,2022-05-28,
KM-TXN-001415,KM-CLM-000637,Reserve Change,Indemnity,1466.68,2022-12-18,
KM-TXN-001416,KM-CLM-000531,Reserve,Legal,556.46,2024-05-20,
KM-TXN-001417,KM-CLM-000119,Reserve,Indemnity,12398.0,2024-03-07,
KM-TXN-001418,KM-CLM-000066,Reserve,Legal,23950.98,2024-04-28,
KM-TXN-001419,KM-CLM-000245,Reserve Change,Indemnity,-9800.69,2023-11-05,
KM-TXN-001420,KM-CLM-000057,Reserve,Indemnity,2225.63,2022-01-10,
KM-TXN-001421,KM-CLM-000044,Recovery,Subrogation,-633.48,2021-09-11,
KM-TXN-001422,KM-CLM-000524,Payment,Indemnity,1766.44,2022-10-23,CHK-670512
KM-TXN-001423,KM-CLM-000424,Reserve Change,Legal,-4394.97,2022-01-14,
KM-TXN-001424,KM-CLM-000748,Reserve Change,Expense,-6681.31,2022-08-24,
KM-TXN-001425,KM-CLM-000536,Reserve Change,Indemnity,-2300.7,2022-01-22,
KM-TXN-001426,KM-CLM-000395,Reserve,Medical,12915.42,2021-09-17,
KM-TXN-001427,KM-CLM-000450,Reserve,Indemnity,11564.75,2021-08-13,
KM-TXN-001428,KM-CLM-000257,Reserve,Legal,11778.76,2024-08-22,
KM-TXN-001429,KM-CLM-000796,Payment,Indemnity,8112.71,2022-11-28,CHK-390956
KM-TXN-001430,KM-CLM-000361,Payment,Expense,514.5,2022-10-02,CHK-993990
KM-TXN-001431,KM-CLM-000763,Reserve Change,Legal,-1889.88,2021-10-13,
KM-TXN-001432,KM-CLM-000606,Reserve Change,Indemnity,-924.18,2024-05-25,
KM-TXN-001433,KM-CLM-000380,Reserve,Indemnity,65.12,2021-12-24,
KM-TXN-001434,KM-CLM-000443,Reserve Change,Indemnity,1121.21,2022-12-17,
KM-TXN-001435,KM-CLM-000534,Reserve,Indemnity,4700.86,2022-09-07,
KM-TXN-001436,KM-CLM-000474,Reserve,Expense,893.79,2023-09-07,
KM-TXN-001437,KM-CLM-000157,Reserve Change,Legal,4356.46,2023-08-12,
KM-TXN-001438,KM-CLM-000089,Reserve Change,Legal,4040.52,2023-08-14,
KM-TXN-001439,KM-CLM-000202,Reserve,Indemnity,8952.99,2021-12-25,
KM-TXN-001440,KM-CLM-000462,Reserve Change,Legal,-8544.15,2022-08-25,
KM-TXN-001441,KM-CLM-000481,Reserve Change,Medical,-4865.04,2022-12-02,
KM-TXN-001442,KM-CLM-000709,Reserve,Indemnity,7754.69,2024-03-11,
KM-TXN-001443,KM-CLM-000557,Reserve,Legal,2196.38,2022-07-27,
KM-TXN-001444,KM-CLM-000454,Recovery,Salvage,-528.04,2022-05-17,
KM-TXN-001445,KM-CLM-000470,Reserve Change,Legal,-5505.76,2022-07-22,
KM-TXN-001446,KM-CLM-000380,Payment,Legal,2276.26,2023-05-13,CHK-303614
KM-TXN-001447,KM-CLM-000401,Reserve,Indemnity,46966.31,2023-01-11,
KM-TXN-001448,KM-CLM-000079,Payment,Expense,2666.4,2023-01-11,CHK-786927
KM-TXN-001449,KM-CLM-000551,Recovery,Deductible,-1756.79,2021-06-07,
KM-TXN-001450,KM-CLM-000796,Payment,Indemnity,5182.98,2021-12-11,CHK-743829
KM-TXN-001451,KM-CLM-000386,Reserve,Legal,2871.86,2022-06-15,
KM-TXN-001452,KM-CLM-000667,Reserve Change,Expense,-927.81,2024-03-27,
KM-TXN-001453,KM-CLM-000661,Payment,Medical,10560.16,2024-02-02,CHK-873276
KM-TXN-001454,KM-CLM-000343,Reserve Change,Indemnity,3662.7,2023-02-16,
KM-TXN-001455,KM-CLM-000445,Reserve Change,Indemnity,4804.35,2022-10-02,
KM-TXN-001456,KM-CLM-000052,Reserve Change,Indemnity,833.02,2022-05-15,
KM-TXN-001457,KM-CLM-000251,Reserve Change,Indemnity,-1959.78,2023-03-08,
KM-TXN-001458,KM-CLM-000659,Reserve Change,Medical,-1351.24,2021-10-21,
KM-TXN-001459,KM-CLM-000329,Payment,Medical,9440.24,2022-05-08,CHK-117484
KM-TXN-001460,KM-CLM-000494,Recovery,Deductible,-664.6,2022-06-19,
KM-TXN-001461,KM-CLM-000350,Payment,Expense,8080.26,2023-04-12,CHK-448824
KM-TXN-001462,KM-CLM-000770,Payment,Expense,9761.12,2023-12-20,CHK-977944
KM-TXN-001463,KM-CLM-000785,Reserve,Legal,19553.58,2022-03-18,
KM-TXN-001464,KM-CLM-000459,Payment,Legal,4742.77,2021-06-27,CHK-804633
KM-TXN-001465,KM-CLM-000498,Reserve,Legal,62652.37,2024-01-28,
KM-TXN-001466,KM-CLM-000125,Payment,Medical,655.41,2023-10-25,CHK-989433
KM-TXN-001467,KM-CLM-000204,Reserve,Medical,2648.04,2023-04-16,
KM-TXN-001468,KM-CLM-000768,Reserve Change,Medical,-6296.79,2021-07-13,
KM-TXN-001469,KM-CLM-000643,Payment,Indemnity,299.79,2022-05-30,CHK-431853
KM-TXN-001470,KM-CLM-000021,Reserve,Indemnity,4598.69,2022-11-23,
KM-TXN-001471,KM-CLM-000590,Payment,Medical,2495.6,2021-11-05,CHK-843764
KM-TXN-001472,KM-CLM-000563,Reserve,Expense,10488.56,2022-05-16,
KM-TXN-001473,KM-CLM-000362,Reserve Change,Legal,-3486.41,2021-06-20,
KM-TXN-001474,KM-CLM-000361,Payment,Expense,1101.4,2023-05-23,CHK-277433
KM-TXN-001475,KM-CLM-000778,Payment,Expense,4994.47,2024-01-27,CHK-715354
KM-TXN-001476,KM-CLM-000116,Reserve Change,Medical,-7302.54,2024-09-07,
KM-TXN-001477,KM-CLM-000055,Payment,Medical,1835.76,2021-06-03,CHK-857213
KM-TXN-001478,KM-CLM-000292,Reserve Change,Legal,6529.71,2024-02-26,
KM-TXN-001479,KM-CLM-000051,Payment,Expense,1314.58,2022-10-20,CHK-484047
KM-TXN-001480,KM-CLM-000785,Payment,Expense,1090.73,2024-01-24,CHK-641422
KM-TXN-001481,KM-CLM-000254,Payment,Expense,8033.7,2022-01-11,CHK-114859
KM-TXN-001482,KM-CLM-000492,Reserve,Expense,589.57,2021-09-01,
KM-TXN-001483,KM-CLM-000573,Reserve,Indemnity,1471.38,2021-07-06,
KM-TXN-001484,KM-CLM-000225,Reserve,Medical,1558.67,2024-08-05,
KM-TXN-001485,KM-CLM-000469,Reserve Change,Indemnity,3471.07,2023-01-17,
KM-TXN-001486,KM-CLM-000103,Recovery,Subrogation,-133.75,2022-09-11,
KM-TXN-001487,KM-CLM-000048,Reserve,Indemnity,31270.35,2024-05-11,
KM-TXN-001488,KM-CLM-000737,Reserve,Legal,4722.45,2024-03-27,
KM-TXN-001489,KM-CLM-000342,Reserve Change,Expense,5228.98,2022-05-09,
KM-TXN-001490,KM-CLM-000233,Reserve,Medical,31610.28,2022-03-28,
KM-TXN-001491,KM-CLM-000582,Payment,Medical,704.35,2021-12-10,CHK-796773
KM-TXN-001492,KM-CLM-000559,Payment,Medical,1848.27,2021-12-22,CHK-522757
KM-TXN-001493,KM-CLM-000228,Recovery,Subrogation,-529.5,2023-02-14,
KM-TXN-001494,KM-CLM-000522,Reserve,Expense,4455.22,2023-04-19,
KM-TXN-001495,KM-CLM-000697,Reserve Change,Medical,-2848.0,2023-12-14,
KM-TXN-001496,KM-CLM-000592,Payment,Legal,6884.3,2024-03-01,CHK-536604
KM-TXN-001497,KM-CLM-000013,Reserve,Legal,3717.88,2023-05-20,
KM-TXN-001498,KM-CLM-000499,Payment,Expense,1210.81,2024-06-22,CHK-978409
KM-TXN-001499,KM-CLM-000445,Payment,Expense,6962.24,2022-11-10,CHK-800157
KM-TXN-001500,KM-CLM-000340,Reserve,Expense,17227.44,2024-02-22,
KM-TXN-001501,KM-CLM-000324,Reserve Change,Legal,1437.73,2022-11-02,
KM-TXN-001502,KM-CLM-000596,Reserve,Expense,2728.26,2023-06-17,
KM-TXN-001503,KM-CLM-000598,Reserve Change,Medical,7323.05,2023-12-27,
KM-TXN-001504,KM-CLM-000157,Payment,Indemnity,508.66,2021-06-28,CHK-802169
KM-TXN-001505,KM-CLM-000656,Reserve,Legal,24552.64,2023-05-24,
KM-TXN-001506,KM-CLM-000575,Reserve,Indemnity,12577.69,2023-02-07,
KM-TXN-001507,KM-CLM-000431,Payment,Legal,395.57,2023-04-15,CHK-164470
KM-TXN-001508,KM-CLM-000555,Payment,Medical,1975.72,2024-04-26,CHK-168110
KM-TXN-001509,KM-CLM-000407,Reserve Change,Indemnity,-6603.72,2024-02-17,
KM-TXN-001510,KM-CLM-000158,Payment,Medical,1190.96,2022-01-17,CHK-302312
KM-TXN-001511,KM-CLM-000185,Payment,Medical,2530.55,2022-12-05,CHK-965125
KM-TXN-001512,KM-CLM-000798,Reserve,Legal,1073.36,2024-04-29,
KM-TXN-001513,KM-CLM-000491,Reserve Change,Medical,-11738.9,2021-07-13,
KM-TXN-001514,KM-CLM-000536,Reserve Change,Medical,-638.77,2022-03-30,
KM-TXN-001515,KM-CLM-000357,Payment,Legal,2338.97,2023-09-19,CHK-898273
KM-TXN-001516,KM-CLM-000717,Reserve,Expense,2792.07,2022-08-26,
KM-TXN-001517,KM-CLM-000362,Recovery,Deductible,-654.98,2022-03-18,
KM-TXN-001518,KM-CLM-000224,Reserve Change,Legal,-898.07,2023-06-02,
KM-TXN-001519,KM-CLM-000613,Payment,Medical,533.15,2024-03-16,CHK-625887
KM-TXN-001520,KM-CLM-000204,Payment,Legal,18704.92,2021-08-03,CHK-254679
KM-TXN-001521,KM-CLM-000008,Reserve Change,Medical,1584.94,2022-10-14,
KM-TXN-001522,KM-CLM-000472,Reserve,Indemnity,2594.78,2024-08-26,
KM-TXN-001523,KM-CLM-000172,Payment,Expense,672.0,2023-10-31,CHK-864366
KM-TXN-001524,KM-CLM-000720,Reserve,Indemnity,2707.15,2023-06-07,
KM-TXN-001525,KM-CLM-000096,Reserve,Indemnity,2842.84,2022-07-28,
KM-TXN-001526,KM-CLM-000674,Reserve Change,Expense,190.76,2021-11-30,
KM-TXN-001527,KM-CLM-000608,Payment,Indemnity,7154.15,2022-07-02,CHK-379588
KM-TXN-001528,KM-CLM-000306,Reserve Change,Indemnity,-4022.85,2023-07-14,
KM-TXN-001529,KM-CLM-000657,Payment,Medical,2237.85,2022-01-08,CHK-188047
KM-TXN-001530,KM-CLM-000258,Reserve Change,Expense,3998.19,2022-12-13,
KM-TXN-001531,KM-CLM-000474,Payment,Legal,805.44,2024-06-20,CHK-280968
KM-TXN-001532,KM-CLM-000300,Reserve,Medical,1773.32,2023-12-08,
KM-TXN-001533,KM-CLM-000465,Reserve Change,Expense,-7545.52,2024-05-15,
KM-TXN-001534,KM-CLM-000614,Reserve,Indemnity,61194.73,2022-05-25,
KM-TXN-001535,KM-CLM-000689,Payment,Indemnity,3325.95,2022-11-26,CHK-564937
KM-TXN-001536,KM-CLM-000328,Payment,Medical,911.91,2023-05-16,CHK-146670
KM-TXN-001537,KM-CLM-000110,Reserve,Medical,1957.59,2023-04-10,
KM-TXN-001538,KM-CLM-000710,Reserve,Expense,1046.21,2023-08-10,
KM-TXN-001539,KM-CLM-000129,Reserve Change,Medical,785.5,2023-10-03,
KM-TXN-001540,KM-CLM-000137,Payment,Medical,1199.21,2022-12-18,CHK-388909
KM-TXN-001541,KM-CLM-000539,Payment,Expense,601.33,2023-02-24,CHK-738088
KM-TXN-001542,KM-CLM-000649,Payment,Medical,716.17,2022-06-26,CHK-308334
KM-TXN-001543,KM-CLM-000164,Payment,Expense,4319.35,2021-08-24,CHK-822171
KM-TXN-001544,KM-CLM-000349,Reserve Change,Medical,-1907.17,2024-08-30,
KM-TXN-001545,KM-CLM-000463,Reserve Change,Medical,-6140.27,2024-05-01,
KM-TXN-001546,KM-CLM-000643,Reserve,Medical,5415.49,2023-05-05,
KM-TXN-001547,KM-CLM-000504,Payment,Indemnity,793.54,2022-02-07,CHK-630019
KM-TXN-001548,KM-CLM-000151,Payment,Medical,3925.65,2023-11-05,CHK-529131
KM-TXN-001549,KM-CLM-000246,Payment,Expense,11029.52,2023-12-19,CHK-281370
KM-TXN-001550,KM-CLM-000110,Payment,Indemnity,176.81,2024-08-04,CHK-766160
