txn_id,claim_id,txn_type,cost_category,txn_amount,txn_dt,check_num
GT-0001545,CLM-224775,PMT,EXP,576.19,2023-08-13,41965
GT-0001546,CLM-548903,RSV,IND,8171.85,2023-04-17,
GT-0001547,CLM-569320,RSV_CHG,IND,-4037.79,2022-10-18,
GT-0001548,CLM-236079,PMT,IND,1722.55,2023-05-16,85573
GT-0001549,CLM-559203,PMT,MED,896.57,2023-09-04,45690
GT-0001550,CLM-166564,PMT,IND,19172.75,2022-01-12,65210
GT-0001551,CLM-601233,RSV_CHG,EXP,-3553.3,2023-10-12,
GT-0001552,CLM-342880,RSV,DCC,51603.78,2022-07-12,
GT-0001553,CLM-433191,RSV_CHG,DCC,-4588.13,2022-06-22,
GT-0001554,CLM-737468,PMT,IND,11747.97,2022-07-20,73690
GT-0001555,CLM-702504,RSV,AO,19055.66,2022-08-11,
GT-0001556,CLM-239563,RSV_CHG,AO,-1704.48,2023-07-19,
GT-0001557,CLM-964930,RSV_CHG,EXP,-801.49,2021-08-18,
GT-0001558,CLM-182995,RSV,MED,5151.67,2022-03-06,
GT-0001559,CLM-750925,REC,SUBRO,-545.15,2024-07-28,
GT-0001560,CLM-253662,RSV,EXP,7654.94,2022-08-11,
GT-0001561,CLM-257199,PMT,DCC,1720.2,2023-07-24,60788
GT-0001562,CLM-868071,PMT,EXP,401.46,2023-11-09,63500
GT-0001563,CLM-728098,PMT,IND,739.63,2022-07-11,27336
GT-0001564,CLM-446954,RSV,AO,6265.84,2023-04-07,
GT-0001565,CLM-443687,PMT,EXP,363.26,2024-02-02,63404
GT-0001566,CLM-295283,RSV,AO,1718.59,2022-07-19,
GT-0001567,CLM-886716,REC,SUBRO,-972.6,2023-11-21,
GT-0001568,CLM-253662,RSV,DCC,5908.08,2022-08-22,
GT-0001569,CLM-829054,RSV_CHG,AO,-1331.7,2022-12-29,
GT-0001570,CLM-256957,RSV_CHG,EXP,4561.68,2022-08-05,
GT-0001571,CLM-181780,PMT,DCC,5208.45,2021-08-27,33567
GT-0001572,CLM-657989,RSV_CHG,DCC,-2662.69,2022-02-02,
GT-0001573,CLM-569320,PMT,AO,3500.22,2022-07-14,42531
GT-0001574,CLM-334412,RSV_CHG,IND,-4041.56,2022-06-29,
GT-0001575,CLM-573682,PMT,AO,2073.4,2022-12-17,52823
GT-0001576,CLM-132122,PMT,DCC,2045.71,2023-02-12,85526
GT-0001577,CLM-992204,RSV,IND,4023.42,2022-01-26,
GT-0001578,CLM-481377,RSV_CHG,IND,-1207.34,2023-03-12,
GT-0001579,CLM-406045,RSV_CHG,AO,247.98,2022-07-25,
GT-0001580,CLM-662292,PMT,DCC,1449.1,2021-08-24,59273
GT-0001581,CLM-176281,PMT,MED,76.78,2021-08-28,10363
GT-0001582,CLM-461487,PMT,DCC,8933.02,2023-12-04,57618
GT-0001583,CLM-853443,PMT,IND,3335.79,2023-10-17,40420
GT-0001584,CLM-573963,RSV,IND,1920.63,2022-07-15,
GT-0001585,CLM-632006,RSV_CHG,IND,4256.84,2024-01-26,
GT-0001586,CLM-554191,RSV,MED,1742.92,2021-10-21,
GT-0001587,CLM-272820,REC,SALV,-28.43,2022-05-03,
GT-0001588,CLM-829054,PMT,EXP,2293.03,2023-11-18,11783
GT-0001589,CLM-598970,RSV_CHG,IND,-7242.93,2023-10-26,
GT-0001590,CLM-621379,RSV,IND,472.63,2021-08-01,
GT-0001591,CLM-639236,PMT,MED,360.01,2023-01-20,28070
GT-0001592,CLM-836959,PMT,EXP,1672.87,2023-07-03,60379
GT-0001593,CLM-422521,RSV,EXP,5238.86,2021-11-16,
GT-0001594,CLM-140034,RSV_CHG,EXP,4751.99,2023-08-10,
GT-0001595,CLM-220570,RSV_CHG,EXP,-5545.83,2023-12-30,
GT-0001596,CLM-658579,PMT,MED,570.66,2022-09-02,19656
GT-0001597,CLM-107971,PMT,AO,7847.88,2022-08-15,80073
GT-0001598,CLM-806617,PMT,AO,2916.34,2021-12-15,49479
GT-0001599,CLM-668087,PMT,IND,2208.81,2024-04-04,12155
GT-0001600,CLM-422521,RSV_CHG,DCC,-169.09,2023-03-07,
GT-0001601,CLM-116212,PMT,DCC,2491.86,2021-10-20,27005
GT-0001602,CLM-227940,RSV_CHG,EXP,133.89,2021-09-08,
GT-0001603,CLM-517955,RSV,EXP,4713.62,2022-11-18,
GT-0001604,CLM-438713,PMT,DCC,2687.0,2022-01-01,59017
GT-0001605,CLM-615454,PMT,AO,452.56,2021-11-11,73722
GT-0001606,CLM-270697,PMT,DCC,1890.21,2022-01-20,82813
GT-0001607,CLM-116951,PMT,EXP,117.61,2022-10-24,68775
GT-0001608,CLM-294708,PMT,MED,1489.3,2022-12-17,10778
GT-0001609,CLM-250606,PMT,EXP,770.72,2023-08-30,38322
GT-0001610,CLM-295283,RSV_CHG,IND,3668.74,2022-09-16,
GT-0001611,CLM-535696,PMT,DCC,240.77,2022-07-30,60890
GT-0001612,CLM-488027,PMT,MED,1905.33,2022-05-03,77755
GT-0001613,CLM-349717,REC,SUBRO,-1074.3,2022-06-25,
GT-0001614,CLM-779865,REC,SUBRO,-1234.45,2023-04-03,
GT-0001615,CLM-377451,PMT,EXP,634.09,2024-03-07,62597
GT-0001616,CLM-449820,RSV,EXP,2280.57,2022-02-08,
GT-0001617,CLM-218695,PMT,AO,2541.55,2022-01-25,16346
GT-0001618,CLM-866748,RSV,AO,635.0,2022-10-30,
GT-0001619,CLM-517710,PMT,DCC,827.36,2023-09-22,53338
GT-0001620,CLM-914044,PMT,DCC,477.3,2021-08-12,16793
GT-0001621,CLM-866748,RSV,MED,222.69,2021-11-04,
GT-0001622,CLM-762880,RSV,EXP,42003.22,2023-12-08,
GT-0001623,CLM-227940,RSV_CHG,DCC,117.23,2021-09-13,
GT-0001624,CLM-573813,RSV_CHG,MED,-4717.83,2024-07-19,
GT-0001625,CLM-745485,PMT,MED,70.08,2022-05-22,61559
GT-0001626,CLM-522346,PMT,MED,2245.02,2024-03-02,40999
GT-0001627,CLM-116836,RSV,IND,328.9,2024-04-22,
GT-0001628,CLM-291251,PMT,AO,620.03,2021-10-16,15443
GT-0001629,CLM-815484,RSV_CHG,IND,-214.67,2023-05-19,
GT-0001630,CLM-478521,RSV_CHG,EXP,-5591.01,2023-10-29,
GT-0001631,CLM-402024,PMT,MED,12688.89,2023-02-27,61934
GT-0001632,CLM-639236,PMT,MED,390.01,2023-10-29,61879
GT-0001633,CLM-398593,PMT,EXP,294.7,2022-03-16,41287
GT-0001634,CLM-214404,REC,SALV,-699.18,2023-12-05,
GT-0001635,CLM-623929,RSV_CHG,IND,-1602.46,2021-11-21,
GT-0001636,CLM-907151,PMT,EXP,18204.38,2024-03-28,66881
GT-0001637,CLM-655473,RSV,DCC,38317.11,2024-01-10,
GT-0001638,CLM-644656,RSV,EXP,44417.07,2022-04-23,
GT-0001639,CLM-930948,RSV,DCC,9697.3,2023-10-10,
GT-0001640,CLM-778785,RSV,DCC,11779.62,2023-02-28,
GT-0001641,CLM-853443,RSV,EXP,2219.32,2022-10-22,
GT-0001642,CLM-921401,PMT,AO,3566.14,2024-07-12,11096
GT-0001643,CLM-209996,PMT,EXP,628.2,2023-07-26,58623
GT-0001644,CLM-616393,RSV_CHG,EXP,-588.07,2021-08-22,
GT-0001645,CLM-578816,PMT,EXP,243.02,2021-08-31,15769
GT-0001646,CLM-607771,RSV_CHG,AO,-1978.63,2023-05-29,
GT-0001647,CLM-800318,PMT,MED,3063.36,2022-11-11,26943
GT-0001648,CLM-972831,RSV_CHG,AO,4918.67,2024-03-06,
GT-0001649,CLM-894693,PMT,DCC,2660.61,2022-07-22,79586
GT-0001650,CLM-886185,RSV,EXP,36240.08,2022-09-14,
GT-0001651,CLM-286410,PMT,MED,234.24,2023-02-07,94026
GT-0001652,CLM-987729,RSV,IND,9314.39,2023-12-16,
GT-0001653,CLM-446954,PMT,MED,472.16,2022-02-01,21498
GT-0001654,CLM-358604,PMT,AO,2553.04,2024-01-28,94800
GT-0001655,CLM-616393,PMT,MED,514.17,2023-12-20,93006
GT-0001656,CLM-876907,RSV_CHG,EXP,-2563.68,2022-05-28,
GT-0001657,CLM-756477,RSV_CHG,IND,3844.98,2022-10-31,
GT-0001658,CLM-853443,PMT,DCC,2032.18,2022-03-16,66221
GT-0001659,CLM-187008,RSV_CHG,IND,-3756.95,2022-09-26,
GT-0001660,CLM-957251,RSV,MED,360.45,2022-09-10,
GT-0001661,CLM-937606,RSV,EXP,988.22,2023-11-19,
GT-0001662,CLM-188095,PMT,EXP,1350.48,2022-03-23,44862
GT-0001663,CLM-993891,PMT,EXP,305.87,2021-08-26,11050
GT-0001664,CLM-295714,PMT,MED,2038.85,2023-01-13,91768
GT-0001665,CLM-141316,RSV_CHG,IND,-4937.33,2023-03-03,
GT-0001666,CLM-446954,PMT,MED,1152.88,2022-02-07,81436
GT-0001667,CLM-778785,PMT,AO,2262.22,2024-01-09,87039
GT-0001668,CLM-275730,RSV,IND,1850.98,2023-04-06,
GT-0001669,CLM-854354,PMT,IND,5881.04,2022-05-09,25818
GT-0001670,CLM-688760,RSV,MED,7258.26,2022-09-14,
GT-0001671,CLM-569320,PMT,DCC,442.95,2022-02-20,11435
GT-0001672,CLM-758639,RSV,MED,658.48,2023-10-06,
GT-0001673,CLM-750925,RSV_CHG,MED,6987.9,2023-07-16,
GT-0001674,CLM-373393,RSV,IND,23347.18,2023-02-17,
GT-0001675,CLM-921401,PMT,IND,931.79,2023-03-13,38358
GT-0001676,CLM-732214,RSV_CHG,DCC,1302.11,2022-03-27,
GT-0001677,CLM-578814,PMT,MED,1018.27,2022-09-07,86892
GT-0001678,CLM-512464,RSV_CHG,MED,2932.99,2024-02-28,
GT-0001679,CLM-520806,RSV_CHG,DCC,740.07,2022-08-01,
GT-0001680,CLM-164056,PMT,DCC,107.69,2024-03-08,15741
GT-0001681,CLM-820140,RSV,MED,25038.84,2024-03-20,
GT-0001682,CLM-668303,PMT,DCC,8568.54,2023-10-05,87642
GT-0001683,CLM-927887,PMT,EXP,798.57,2024-07-07,25501
GT-0001684,CLM-847295,PMT,AO,2217.01,2023-08-12,31614
GT-0001685,CLM-182412,PMT,AO,6067.28,2024-04-03,17694
GT-0001686,CLM-786642,RSV_CHG,MED,15287.31,2023-12-09,
GT-0001687,CLM-513209,RSV,AO,9344.23,2021-10-04,
GT-0001688,CLM-578911,PMT,EXP,2332.34,2023-12-13,41097
GT-0001689,CLM-982456,PMT,AO,4533.66,2022-10-01,93767
GT-0001690,CLM-406045,PMT,EXP,5150.79,2022-12-28,13776
GT-0001691,CLM-769307,PMT,EXP,2954.67,2023-03-22,28764
GT-0001692,CLM-585705,PMT,AO,277.07,2022-08-04,57819
GT-0001693,CLM-422015,RSV_CHG,EXP,796.41,2021-11-01,
GT-0001694,CLM-886716,PMT,MED,2170.42,2023-02-20,27728
GT-0001695,CLM-655473,PMT,MED,219.34,2023-12-26,13054
GT-0001696,CLM-207186,RSV,AO,11133.16,2021-12-21,
GT-0001697,CLM-145090,RSV,EXP,660.19,2024-03-27,
GT-0001698,CLM-891636,PMT,MED,8228.49,2023-06-03,89732
GT-0001699,CLM-456660,RSV,EXP,1118.68,2023-06-28,
GT-0001700,CLM-335097,RSV_CHG,MED,4248.4,2022-02-21,
GT-0001701,CLM-225805,RSV,EXP,1344.88,2024-06-13,
GT-0001702,CLM-948400,RSV_CHG,IND,5681.24,2024-01-21,
GT-0001703,CLM-412619,RSV_CHG,DCC,6232.08,2021-09-10,
GT-0001704,CLM-634992,PMT,IND,3084.16,2022-01-25,44379
GT-0001705,CLM-700408,RSV_CHG,AO,-2834.94,2024-05-09,
GT-0001706,CLM-802160,RSV_CHG,EXP,1896.71,2022-08-22,
GT-0001707,CLM-990813,RSV_CHG,DCC,-3280.5,2022-07-20,
GT-0001708,CLM-456029,PMT,EXP,336.63,2023-04-06,54429
GT-0001709,CLM-481377,RSV_CHG,AO,-2311.32,2022-08-10,
GT-0001710,CLM-513695,RSV_CHG,IND,-230.9,2021-10-24,
GT-0001711,CLM-817718,RSV,DCC,1453.08,2022-07-12,
GT-0001712,CLM-124031,PMT,IND,1051.04,2023-03-11,30719
GT-0001713,CLM-668178,PMT,IND,716.97,2022-10-23,36218
GT-0001714,CLM-471048,PMT,EXP,1507.81,2024-01-29,70302
GT-0001715,CLM-287739,PMT,IND,1101.5,2023-04-23,58631
GT-0001716,CLM-758784,PMT,AO,206.01,2023-01-29,84504
GT-0001717,CLM-211369,RSV,IND,3794.49,2023-01-30,
GT-0001718,CLM-212430,PMT,EXP,524.62,2022-01-07,71274
GT-0001719,CLM-935298,PMT,EXP,456.41,2024-05-13,88309
GT-0001720,CLM-665260,RSV_CHG,AO,-4104.33,2022-07-11,
GT-0001721,CLM-328855,PMT,IND,1857.48,2022-10-23,58059
GT-0001722,CLM-141350,RSV,EXP,7644.87,2023-02-02,
GT-0001723,CLM-898488,PMT,DCC,1749.12,2023-07-09,40312
GT-0001724,CLM-340027,REC,SALV,-1213.39,2023-12-26,
GT-0001725,CLM-373781,PMT,EXP,1481.87,2023-06-18,24694
GT-0001726,CLM-487167,PMT,EXP,1755.59,2022-09-07,85297
GT-0001727,CLM-285938,RSV_CHG,DCC,-3845.22,2024-05-23,
GT-0001728,CLM-299635,RSV,MED,8868.02,2023-10-06,
GT-0001729,CLM-957251,RSV,EXP,3194.83,2023-01-06,
GT-0001730,CLM-770213,PMT,MED,3339.74,2024-02-05,95100
GT-0001731,CLM-738542,REC,SALV,-489.65,2021-08-23,
GT-0001732,CLM-276076,PMT,MED,1486.0,2022-07-05,34467
GT-0001733,CLM-238785,RSV,EXP,1138.13,2023-08-06,
GT-0001734,CLM-397249,PMT,DCC,1203.83,2023-03-24,61435
GT-0001735,CLM-349717,PMT,AO,20809.17,2024-08-02,15460
GT-0001736,CLM-866748,RSV_CHG,EXP,-8333.64,2023-08-28,
GT-0001737,CLM-667646,RSV_CHG,IND,-2045.87,2022-11-05,
GT-0001738,CLM-811717,RSV_CHG,DCC,3523.06,2023-09-15,
GT-0001739,CLM-141350,PMT,IND,584.26,2022-05-08,16493
GT-0001740,CLM-486589,PMT,EXP,1708.31,2023-12-05,91694
GT-0001741,CLM-706922,RSV_CHG,AO,-446.6,2021-10-24,
GT-0001742,CLM-964371,PMT,EXP,4470.51,2023-02-27,79919
GT-0001743,CLM-774554,PMT,AO,1076.97,2024-03-15,66411
GT-0001744,CLM-163063,PMT,DCC,174.11,2022-07-21,15635
GT-0001745,CLM-340961,RSV,MED,60034.5,2022-09-10,
GT-0001746,CLM-845134,PMT,EXP,1252.73,2024-06-22,27438
GT-0001747,CLM-220570,RSV_CHG,EXP,713.72,2024-01-06,
GT-0001748,CLM-779865,PMT,AO,820.63,2023-01-28,70747
GT-0001749,CLM-986964,PMT,MED,1837.33,2021-12-08,55720
GT-0001750,CLM-329502,RSV,IND,19388.06,2021-08-25,
GT-0001751,CLM-212745,RSV_CHG,EXP,-652.77,2021-08-07,
GT-0001752,CLM-668087,RSV_CHG,MED,-3505.88,2023-06-26,
GT-0001753,CLM-347482,PMT,DCC,271.29,2022-11-09,74618
GT-0001754,CLM-282677,PMT,AO,6815.09,2024-05-22,48702
GT-0001755,CLM-700408,RSV,AO,1987.43,2023-06-22,
GT-0001756,CLM-362952,RSV,IND,9737.44,2023-05-03,
GT-0001757,CLM-308821,PMT,MED,3641.6,2024-04-13,96715
GT-0001758,CLM-270697,PMT,MED,1104.43,2023-01-31,52163
GT-0001759,CLM-100487,PMT,IND,1336.65,2022-07-24,43788
GT-0001760,CLM-177946,PMT,AO,1502.98,2022-02-04,45829
GT-0001761,CLM-181780,PMT,MED,4220.15,2023-10-10,92596
GT-0001762,CLM-177946,RSV_CHG,DCC,-3664.51,2023-02-22,
GT-0001763,CLM-665260,RSV,IND,2906.46,2022-11-24,
GT-0001764,CLM-998654,PMT,IND,2166.39,2023-05-20,87402
GT-0001765,CLM-276076,RSV,MED,6644.37,2021-09-02,
GT-0001766,CLM-964930,PMT,MED,3320.75,2021-10-06,27965
GT-0001767,CLM-937167,PMT,AO,262.81,2022-10-26,15746
GT-0001768,CLM-412619,RSV,AO,2386.03,2024-04-03,
GT-0001769,CLM-520806,RSV,MED,7731.33,2024-07-28,
GT-0001770,CLM-178129,PMT,DCC,272.91,2022-01-07,51814
GT-0001771,CLM-791593,RSV,IND,66871.86,2023-01-19,
GT-0001772,CLM-520806,PMT,AO,197.69,2023-12-24,47464
GT-0001773,CLM-981517,RSV,DCC,654.01,2021-11-11,
GT-0001774,CLM-887663,PMT,AO,585.04,2023-04-17,82985
GT-0001775,CLM-668303,PMT,AO,505.37,2024-04-27,89295
GT-0001776,CLM-706922,REC,SUBRO,-945.36,2023-11-19,
GT-0001777,CLM-275824,RSV_CHG,AO,383.64,2022-02-09,
GT-0001778,CLM-665465,PMT,IND,465.88,2023-03-25,46898
GT-0001779,CLM-247172,RSV_CHG,EXP,9336.67,2022-10-29,
GT-0001780,CLM-442640,RSV,MED,13365.92,2024-02-20,
GT-0001781,CLM-163063,RSV,DCC,6101.06,2024-05-31,
GT-0001782,CLM-998056,RSV_CHG,AO,3239.06,2024-07-06,
GT-0001783,CLM-907498,PMT,DCC,2487.2,2023-01-19,47396
GT-0001784,CLM-866748,PMT,MED,1908.41,2023-02-16,53172
GT-0001785,CLM-314843,RSV_CHG,IND,2269.86,2022-10-09,
GT-0001786,CLM-749633,RSV_CHG,EXP,-180.58,2024-02-23,
GT-0001787,CLM-373781,RSV_CHG,AO,3019.19,2021-11-13,
GT-0001788,CLM-130573,PMT,DCC,1641.55,2023-10-21,39508
GT-0001789,CLM-580127,RSV_CHG,MED,-1248.0,2023-09-08,
GT-0001790,CLM-183473,PMT,EXP,12347.78,2022-01-16,77344
GT-0001791,CLM-770105,REC,DED,-596.91,2024-02-11,
GT-0001792,CLM-840401,PMT,IND,1073.97,2023-07-21,21870
GT-0001793,CLM-704035,RSV,EXP,1018.49,2023-11-30,
GT-0001794,CLM-505042,PMT,MED,404.28,2023-01-08,26299
GT-0001795,CLM-808236,PMT,IND,1566.32,2023-11-27,83064
GT-0001796,CLM-490598,PMT,DCC,924.74,2024-03-15,12135
GT-0001797,CLM-340725,PMT,EXP,565.37,2022-04-27,92656
GT-0001798,CLM-820140,PMT,DCC,7956.87,2023-10-04,83539
GT-0001799,CLM-918149,REC,SALV,-1713.0,2022-11-22,
GT-0001800,CLM-814984,PMT,MED,405.45,2023-11-06,25830
GT-0001801,CLM-557666,RSV,EXP,2322.94,2021-12-16,
GT-0001802,CLM-443295,PMT,MED,179.42,2023-08-24,81830
GT-0001803,CLM-828338,RSV_CHG,DCC,-2214.62,2023-04-01,
GT-0001804,CLM-941359,RSV_CHG,AO,-3058.74,2022-01-26,
GT-0001805,CLM-967510,PMT,IND,1201.05,2024-06-29,88019
GT-0001806,CLM-238785,RSV_CHG,IND,-3989.17,2023-09-03,
GT-0001807,CLM-977705,RSV,AO,235.82,2024-06-25,
GT-0001808,CLM-970641,RSV,AO,1666.45,2021-10-08,
GT-0001809,CLM-672199,PMT,IND,7605.82,2021-12-01,61024
GT-0001810,CLM-665465,PMT,EXP,647.99,2022-06-02,55594
GT-0001811,CLM-347996,PMT,DCC,18422.51,2024-02-14,92477
GT-0001812,CLM-244933,PMT,DCC,498.2,2024-03-31,55926
GT-0001813,CLM-986964,PMT,MED,1641.87,2022-07-08,79388
GT-0001814,CLM-329502,PMT,EXP,2253.02,2022-03-14,37703
GT-0001815,CLM-477861,RSV,EXP,759.8,2021-08-23,
GT-0001816,CLM-438713,RSV_CHG,DCC,-7449.04,2024-06-24,
GT-0001817,CLM-209996,RSV_CHG,DCC,4886.62,2023-04-23,
GT-0001818,CLM-362276,RSV_CHG,IND,4926.22,2023-06-17,
GT-0001819,CLM-284452,PMT,DCC,9053.05,2021-10-23,47144
GT-0001820,CLM-698336,PMT,DCC,510.78,2024-02-17,47092
GT-0001821,CLM-644656,RSV_CHG,DCC,1660.94,2023-09-28,
GT-0001822,CLM-930895,RSV_CHG,MED,174.85,2021-09-11,
GT-0001823,CLM-238785,RSV_CHG,AO,-443.25,2023-03-18,
GT-0001824,CLM-303591,PMT,DCC,899.0,2022-11-27,53276
GT-0001825,CLM-782939,RSV,AO,13914.69,2023-08-15,
GT-0001826,CLM-723033,PMT,IND,45158.07,2023-11-22,62184
GT-0001827,CLM-334412,PMT,EXP,2121.17,2023-12-26,63234
GT-0001828,CLM-672199,RSV_CHG,MED,802.25,2021-10-08,
GT-0001829,CLM-931994,PMT,MED,630.99,2023-06-23,30565
GT-0001830,CLM-183473,RSV,DCC,11813.88,2021-10-14,
GT-0001831,CLM-680429,RSV,MED,78.78,2022-11-10,
GT-0001832,CLM-774810,RSV,AO,2363.9,2022-12-21,
GT-0001833,CLM-734563,PMT,AO,2377.56,2024-01-27,32003
GT-0001834,CLM-213542,RSV_CHG,AO,1105.01,2023-01-29,
GT-0001835,CLM-206594,PMT,EXP,1306.85,2023-12-19,88265
GT-0001836,CLM-548949,RSV,DCC,210.97,2024-06-08,
GT-0001837,CLM-967800,PMT,DCC,10356.33,2022-12-17,99892
GT-0001838,CLM-461487,PMT,EXP,1995.33,2022-10-07,58627
GT-0001839,CLM-253662,PMT,EXP,1436.56,2021-09-25,29583
GT-0001840,CLM-327117,PMT,IND,7603.87,2023-10-21,26167
GT-0001841,CLM-308821,RSV,AO,27845.41,2024-04-16,
GT-0001842,CLM-381560,RSV_CHG,AO,-965.47,2024-01-19,
GT-0001843,CLM-868071,PMT,AO,1057.19,2022-10-07,74660
GT-0001844,CLM-557666,PMT,AO,2738.29,2021-09-15,90809
GT-0001845,CLM-700408,RSV_CHG,IND,5555.6,2023-11-07,
GT-0001846,CLM-589887,RSV_CHG,IND,4437.02,2024-03-22,
GT-0001847,CLM-136901,RSV_CHG,IND,-4347.22,2022-04-04,
GT-0001848,CLM-970053,RSV,IND,707.2,2022-05-05,
GT-0001849,CLM-989272,RSV_CHG,AO,-3886.59,2022-08-10,
GT-0001850,CLM-632188,PMT,AO,3019.61,2022-08-11,74886
GT-0001851,CLM-854124,RSV,AO,2176.18,2023-12-10,
GT-0001852,CLM-514804,RSV_CHG,EXP,2236.03,2023-11-19,
GT-0001853,CLM-285825,RSV,DCC,505.29,2024-03-31,
GT-0001854,CLM-196750,RSV_CHG,MED,-3721.99,2023-02-27,
GT-0001855,CLM-753935,RSV,AO,8829.87,2022-01-14,
GT-0001856,CLM-734463,PMT,IND,198.16,2021-09-03,16859
GT-0001857,CLM-270697,RSV,AO,69422.08,2024-06-14,
GT-0001858,CLM-206594,RSV_CHG,MED,4998.27,2024-02-12,
GT-0001859,CLM-723033,RSV,EXP,36908.57,2024-06-06,
GT-0001860,CLM-488027,PMT,MED,4021.43,2024-06-04,51274
GT-0001861,CLM-247693,PMT,IND,129.74,2023-12-31,63398
GT-0001862,CLM-615171,RSV_CHG,IND,5058.16,2023-06-05,
GT-0001863,CLM-202108,REC,DED,-1211.98,2022-10-21,
GT-0001864,CLM-235158,RSV,AO,2351.61,2024-05-25,
GT-0001865,CLM-354834,PMT,DCC,822.88,2023-06-06,59792
GT-0001866,CLM-362276,PMT,AO,4086.91,2021-11-04,11582
GT-0001867,CLM-295714,RSV_CHG,EXP,-7132.95,2023-10-03,
GT-0001868,CLM-187008,RSV_CHG,EXP,4135.96,2024-03-22,
GT-0001869,CLM-894693,REC,SUBRO,-268.1,2022-09-25,
GT-0001870,CLM-714812,PMT,EXP,1832.82,2023-11-28,40767
GT-0001871,CLM-626417,RSV_CHG,DCC,899.72,2022-09-23,
GT-0001872,CLM-116391,RSV,EXP,461.8,2023-04-16,
GT-0001873,CLM-135558,RSV,AO,303.42,2022-07-13,
GT-0001874,CLM-684900,PMT,AO,2048.21,2024-06-20,63528
GT-0001875,CLM-601233,PMT,EXP,1385.59,2024-05-28,23441
GT-0001876,CLM-986582,PMT,AO,2130.35,2024-04-13,65050
GT-0001877,CLM-178129,PMT,AO,395.91,2023-10-28,28289
GT-0001878,CLM-381356,RSV,DCC,16339.98,2021-09-19,
GT-0001879,CLM-935298,RSV,AO,27989.1,2023-05-07,
GT-0001880,CLM-256957,PMT,EXP,1033.47,2023-05-23,50579
GT-0001881,CLM-760095,PMT,DCC,329.5,2021-09-14,81009
GT-0001882,CLM-333067,RSV_CHG,MED,-2546.14,2023-04-12,
GT-0001883,CLM-441045,PMT,AO,2161.76,2022-05-10,65450
GT-0001884,CLM-665093,RSV_CHG,EXP,2015.15,2022-05-12,
GT-0001885,CLM-990813,RSV,DCC,91347.28,2022-03-30,
GT-0001886,CLM-523259,RSV,EXP,15020.26,2024-02-19,
GT-0001887,CLM-243497,RSV,AO,2686.14,2021-11-29,
GT-0001888,CLM-483894,PMT,EXP,2955.1,2023-01-20,13995
GT-0001889,CLM-261391,RSV,AO,6823.24,2023-12-14,
GT-0001890,CLM-826852,RSV_CHG,MED,218.81,2022-01-07,
GT-0001891,CLM-571485,RSV,AO,57567.28,2023-11-01,
GT-0001892,CLM-498280,PMT,IND,655.22,2024-01-24,68673
GT-0001893,CLM-795803,PMT,AO,3231.55,2021-09-30,11374
GT-0001894,CLM-459275,RSV,IND,10213.73,2023-11-12,
GT-0001895,CLM-188450,PMT,MED,15714.93,2023-10-10,48840
GT-0001896,CLM-100487,PMT,MED,101.29,2022-09-26,68839
GT-0001897,CLM-349717,RSV,IND,28144.63,2022-08-18,
GT-0001898,CLM-312123,RSV_CHG,DCC,-4986.79,2021-12-04,
GT-0001899,CLM-704991,PMT,AO,202.45,2021-12-21,93931
GT-0001900,CLM-914044,RSV,DCC,881.78,2023-11-02,
GT-0001901,CLM-503150,PMT,AO,216.33,2022-06-30,30219
GT-0001902,CLM-305633,RSV,AO,26854.83,2021-08-31,
GT-0001903,CLM-930897,RSV_CHG,IND,7267.77,2024-03-29,
GT-0001904,CLM-164056,REC,SUBRO,-250.86,2022-08-28,
GT-0001905,CLM-721338,PMT,EXP,1128.66,2022-07-30,65259
GT-0001906,CLM-578911,RSV,AO,24562.58,2024-06-08,
GT-0001907,CLM-275824,RSV_CHG,AO,7519.25,2022-01-12,
GT-0001908,CLM-836959,RSV,MED,5119.92,2024-08-03,
GT-0001909,CLM-658579,PMT,AO,836.86,2022-06-24,63228
GT-0001910,CLM-741086,PMT,DCC,233.76,2024-05-01,12101
GT-0001911,CLM-375617,PMT,IND,311.75,2022-04-03,27181
GT-0001912,CLM-245483,RSV_CHG,DCC,7329.67,2022-06-12,
GT-0001913,CLM-990813,RSV_CHG,IND,-5344.83,2023-12-06,
GT-0001914,CLM-509106,RSV,EXP,7530.94,2023-05-24,
GT-0001915,CLM-876907,PMT,AO,1081.44,2022-09-22,35787
GT-0001916,CLM-346645,RSV,AO,2317.2,2022-11-21,
GT-0001917,CLM-388253,REC,SALV,-98.75,2024-03-07,
GT-0001918,CLM-589887,REC,SALV,-426.61,2022-02-02,
GT-0001919,CLM-513209,PMT,EXP,12355.88,2024-02-24,56310
GT-0001920,CLM-801827,RSV_CHG,IND,-52.01,2021-08-13,
GT-0001921,CLM-569226,PMT,EXP,3090.38,2024-07-29,18242
GT-0001922,CLM-711914,PMT,MED,218.96,2023-12-15,57968
GT-0001923,CLM-181780,PMT,DCC,1278.81,2023-04-23,76056
GT-0001924,CLM-615454,RSV,DCC,2991.37,2023-01-20,
GT-0001925,CLM-196118,PMT,MED,1263.46,2022-07-18,57863
GT-0001926,CLM-324885,RSV,AO,8016.71,2023-11-08,
GT-0001927,CLM-834120,PMT,DCC,2033.58,2023-03-21,13561
GT-0001928,CLM-801827,PMT,AO,411.66,2022-06-20,19306
GT-0001929,CLM-630375,PMT,IND,572.59,2021-10-01,59081
