pol_id,line_of_business,status,eff_dt,exp_dt,jurisdiction,class_cd,total_premium,named_insured,producer_code,uw_id,term_number
GLI7287608,CommAuto,Non-Renewed,2023-04-07,2024-04-06,Ohio,7230,12063.43,GLI Insured 837,P-100,GLI-UW1,3
GLI3436404,GenLiab,Non-Renewed,2022-05-01,2023-05-01,Wisconsin,91580,4484.97,GLI Insured 838,P-100,,6
GLI1574205,CommAuto,Expired,2022-11-13,2023-11-13,Indiana,7220,995.01,GLI Insured 839,P-400,GLI-UW1,1
GLI7459731,CommAuto,Expired,2023-07-26,2024-07-25,Indiana,7220,3869.98,GLI Insured 840,P-100,GLI-UW2,3
GLI1805615,WorkersComp,Active,2023-11-05,2024-11-04,Wisconsin,5183,4267.3,GLI Insured 841,P-500,,2
GLI4320146,GenLiab,Cancelled,2021-05-25,2022-05-25,Minnesota,91580,2545.42,GLI Insured 842,,GLI-UW1,3
GLI4056346,WorkersComp,Active,2023-12-02,2024-12-01,Illinois,8742,6710.05,GLI Insured 843,P-300,GLI-UW1,2
GLI1240278,CommAuto,Active,2021-05-04,2022-05-04,Illinois,7210,,GLI Insured 844,P-400,GLI-UW2,3
GLI3398377,WorkersComp,Active,2023-12-19,2024-12-18,Ohio,5191,4821.29,GLI Insured 845,P-300,GLI-UW1,2
GLI1572338,CommAuto,Non-Renewed,2022-12-15,2023-12-15,Illinois,7230,6556.41,GLI Insured 846,P-200,GLI-UW2,2
GLI4990114,WorkersComp,Active,2023-02-18,2024-02-18,Wisconsin,5191,6673.92,GLI Insured 847,P-100,GLI-UW3,3
GLI3715983,GenLiab,Cancelled,2021-05-03,2022-05-03,Indiana,58483,5052.16,GLI Insured 848,P-300,GLI-UW2,1
GLI7656588,WorkersComp,Active,2022-08-06,2023-08-06,Indiana,8017,21647.32,GLI Insured 849,,GLI-UW3,2
GLI6411195,WorkersComp,Active,2023-10-26,2024-10-25,Minnesota,7380,6300.05,GLI Insured 850,P-500,GLI-UW3,2
GLI1196503,GenLiab,Expired,2023-04-25,2024-04-24,Indiana,41677,10025.45,GLI Insured 851,,GLI-UW3,1
GLI9066089,WorkersComp,Active,2021-09-17,2022-09-17,Ohio,8742,6603.62,GLI Insured 852,,GLI-UW3,3
GLI9117569,GenLiab,Active,2023-07-14,2024-07-13,Minnesota,91580,8498.88,GLI Insured 853,P-100,,4
GLI6769714,GenLiab,Expired,2023-02-17,2024-02-17,Michigan,97047,4392.21,GLI Insured 854,P-100,GLI-UW2,1
GLI4149893,GenLiab,Active,2023-11-30,2024-11-29,Wisconsin,91580,6228.78,GLI Insured 855,P-300,GLI-UW1,3
GLI7805792,WorkersComp,Active,2021-04-25,2022-04-25,Indiana,7380,10213.58,GLI Insured 856,P-400,GLI-UW2,3
GLI8585048,WorkersComp,Active,2023-04-18,2024-04-17,Illinois,9015,14885.39,GLI Insured 857,P-300,GLI-UW3,2
GLI4604353,WorkersComp,Expired,2021-05-19,2022-05-19,Illinois,5183,12479.37,GLI Insured 858,P-500,GLI-UW1,1
GLI8603326,WorkersComp,Expired,2023-11-24,2024-11-23,Indiana,8810,3790.03,GLI Insured 859,P-400,GLI-UW3,6
GLI5409130,WorkersComp,Active,2021-08-25,2022-08-25,Minnesota,7380,41694.9,GLI Insured 860,P-400,GLI-UW2,2
GLI8379676,GenLiab,Active,2023-10-29,2024-10-28,Wisconsin,41677,5546.59,GLI Insured 861,P-100,,1
GLI2976676,CommAuto,Active,2022-07-30,2023-07-30,Illinois,7220,7637.45,GLI Insured 862,P-100,GLI-UW3,3
GLI5685963,WorkersComp,Active,2021-09-05,2022-09-05,Michigan,8810,942.98,GLI Insured 863,P-300,GLI-UW3,3
GLI9631725,WorkersComp,Expired,2021-08-17,2022-08-17,Wisconsin,8742,16698.16,GLI Insured 864,,,4
GLI6659799,CommAuto,Active,2022-07-16,2023-07-16,Wisconsin,7219,6875.48,GLI Insured 865,P-200,,6
GLI6658193,WorkersComp,Expired,2021-09-09,2022-09-09,Michigan,9015,10002.23,GLI Insured 866,P-400,GLI-UW2,1
GLI4125920,GenLiab,Non-Renewed,2023-09-18,2024-09-17,Illinois,91580,893.14,GLI Insured 867,,,3
GLI5282961,WorkersComp,Cancelled,2023-04-17,2024-04-16,Wisconsin,5183,4230.31,GLI Insured 868,P-200,GLI-UW1,6
GLI6720745,GenLiab,Active,2023-01-20,2024-01-20,Ohio,58483,2394.68,GLI Insured 869,P-100,GLI-UW3,2
GLI9176462,CommAuto,Expired,2022-07-08,2023-07-08,Indiana,7219,9081.55,GLI Insured 870,P-300,GLI-UW2,3
GLI8655712,GenLiab,Cancelled,2023-10-18,2024-10-17,Illinois,58483,2074.13,GLI Insured 871,P-300,GLI-UW2,2
GLI2619058,WorkersComp,Active,2021-05-10,2022-05-10,Michigan,9015,13342.93,GLI Insured 872,,GLI-UW3,2
GLI6744099,WorkersComp,Cancelled,2022-12-22,2023-12-22,Illinois,8742,6243.77,GLI Insured 873,P-100,GLI-UW3,3
GLI9708598,CommAuto,Cancelled,2022-11-25,2023-11-25,Minnesota,7220,8587.52,GLI Insured 874,P-300,GLI-UW2,6
GLI5410115,GenLiab,Active,2023-09-11,2024-09-10,Illinois,58483,6523.23,GLI Insured 875,P-200,GLI-UW1,1
GLI2058940,GenLiab,Active,2022-05-18,2023-05-18,Minnesota,41677,3240.88,GLI Insured 876,P-300,,2
GLI7130767,CommAuto,Active,2023-06-19,2024-06-18,Ohio,7219,2339.96,GLI Insured 877,P-100,GLI-UW2,5
GLI8155726,WorkersComp,Active,2021-09-11,2022-09-11,Michigan,8742,5445.12,GLI Insured 878,P-400,GLI-UW1,1
GLI1426375,WorkersComp,Cancelled,2021-03-22,2022-03-22,Wisconsin,9015,501.3,GLI Insured 879,P-300,GLI-UW2,3
GLI3117757,WorkersComp,Non-Renewed,2021-11-18,2022-11-18,Ohio,9015,39873.64,GLI Insured 880,P-400,GLI-UW2,2
GLI2586848,CommAuto,Cancelled,2021-04-27,2022-04-27,Illinois,7219,10094.29,GLI Insured 881,P-300,GLI-UW2,2
GLI4810526,WorkersComp,Active,2024-01-01,2024-12-31,Illinois,5191,8614.65,GLI Insured 882,P-300,GLI-UW1,1
GLI8674459,WorkersComp,Non-Renewed,2023-08-28,2024-08-27,Illinois,9015,18876.19,GLI Insured 883,P-500,GLI-UW2,1
GLI2864568,CommAuto,Cancelled,2021-07-20,2022-07-20,Michigan,7219,3923.04,GLI Insured 884,P-200,,2
GLI3017925,GenLiab,Cancelled,2023-12-24,2024-12-23,Wisconsin,97047,7700.58,GLI Insured 885,P-200,,2
GLI5961248,CommAuto,Cancelled,2022-03-07,2023-03-07,Minnesota,7230,8029.14,GLI Insured 886,P-300,,2
GLI3118949,CommAuto,Active,2023-10-05,2024-10-04,Illinois,7230,3405.29,GLI Insured 887,P-400,GLI-UW3,1
GLI6832167,GenLiab,Active,2022-09-14,2023-09-14,Ohio,58483,10088.69,GLI Insured 888,P-200,GLI-UW1,2
GLI6151115,WorkersComp,Active,2023-05-04,2024-05-03,Illinois,7380,1608.35,GLI Insured 889,P-300,GLI-UW2,6
GLI8592777,WorkersComp,Active,2021-06-08,2022-06-08,Wisconsin,8742,9829.23,GLI Insured 890,P-200,GLI-UW3,2
GLI8317619,GenLiab,Expired,2022-08-01,2023-08-01,Illinois,41677,5369.43,GLI Insured 891,P-100,GLI-UW1,2
GLI2391959,CommAuto,Active,2021-10-27,2022-10-27,Minnesota,7210,3171.28,GLI Insured 892,P-200,GLI-UW1,1
GLI9467858,CommAuto,Active,2024-01-23,2025-01-22,Illinois,7210,3481.81,GLI Insured 893,,GLI-UW2,2
GLI4063727,WorkersComp,Active,2023-12-01,2024-11-30,Indiana,7380,6517.61,GLI Insured 894,P-500,GLI-UW2,4
GLI7669918,CommAuto,Non-Renewed,2022-02-20,2023-02-20,Illinois,7220,8739.42,GLI Insured 895,P-100,GLI-UW1,2
GLI9571557,CommAuto,Active,2023-09-12,2024-09-11,Ohio,7220,3863.15,GLI Insured 896,P-100,GLI-UW2,3
GLI4269510,WorkersComp,Active,2022-10-22,2023-10-22,Wisconsin,7380,102659.47,GLI Insured 897,P-100,,3
GLI3377472,CommAuto,Active,2022-01-28,2023-01-28,Illinois,7220,2084.61,GLI Insured 898,P-200,GLI-UW1,1
GLI4722144,WorkersComp,Active,2021-05-21,2022-05-21,Indiana,8017,13349.49,GLI Insured 899,P-500,GLI-UW2,2
GLI1280502,GenLiab,Expired,2022-10-16,2023-10-16,Wisconsin,41677,11113.16,GLI Insured 900,P-200,GLI-UW2,3
GLI4333248,GenLiab,Expired,2023-01-08,2024-01-08,Michigan,58483,3977.21,GLI Insured 901,P-100,,2
GLI6938069,GenLiab,Active,2023-07-22,2024-07-21,Illinois,91580,2057.37,GLI Insured 902,P-200,GLI-UW3,3
GLI9817680,GenLiab,Cancelled,2021-10-11,2022-10-11,Indiana,41677,3784.91,GLI Insured 903,P-100,GLI-UW1,2
GLI3546298,WorkersComp,Active,2022-01-12,2023-01-12,Wisconsin,5183,2467.72,GLI Insured 904,P-300,GLI-UW1,1
GLI9901345,GenLiab,Cancelled,2021-08-05,2022-08-05,Illinois,41677,2810.66,GLI Insured 905,P-400,GLI-UW2,4
GLI9808797,CommAuto,Cancelled,2022-04-12,2023-04-12,Indiana,7230,5276.43,GLI Insured 906,P-200,GLI-UW1,2
GLI1788448,GenLiab,Cancelled,2023-11-13,2024-11-12,Illinois,91580,43132.14,GLI Insured 907,P-100,GLI-UW2,3
GLI9944877,WorkersComp,Active,2023-11-21,2024-11-20,Michigan,8742,38638.7,GLI Insured 908,P-300,GLI-UW2,2
GLI7084360,GenLiab,Active,2022-07-24,2023-07-24,Michigan,97047,3339.52,GLI Insured 909,P-500,GLI-UW1,5
GLI4865865,WorkersComp,Active,2021-03-12,2022-03-12,Minnesota,7380,18979.16,GLI Insured 910,P-100,GLI-UW2,6
GLI9906521,WorkersComp,Active,2023-05-03,2024-05-02,Illinois,5191,5841.49,GLI Insured 911,P-100,GLI-UW2,3
GLI3797658,GenLiab,Active,2022-02-25,2023-02-25,Indiana,41677,2707.98,GLI Insured 912,P-200,GLI-UW1,3
GLI7282599,GenLiab,Active,2023-04-11,2024-04-10,Wisconsin,41677,5083.89,GLI Insured 913,P-300,GLI-UW3,4
GLI3663379,CommAuto,Active,2021-05-29,2022-05-29,Wisconsin,7219,869.82,GLI Insured 914,P-200,,2
GLI2680038,CommAuto,Active,2022-11-10,2023-11-10,Michigan,7219,1240.79,GLI Insured 915,P-100,GLI-UW1,4
GLI3778902,WorkersComp,Non-Renewed,2022-03-10,2023-03-10,Illinois,7380,18430.48,GLI Insured 916,P-200,GLI-UW1,2
GLI4795970,CommAuto,Expired,2022-06-01,2023-06-01,Michigan,7219,10454.11,GLI Insured 917,P-300,,1
GLI3550993,WorkersComp,Active,2023-01-26,2024-01-26,Indiana,7380,861.77,GLI Insured 918,P-100,GLI-UW3,5
GLI8113803,GenLiab,Cancelled,2023-12-06,2024-12-05,Michigan,41677,17428.79,GLI Insured 919,P-400,,3
GLI4392288,CommAuto,Non-Renewed,2022-06-12,2023-06-12,Illinois,7219,,GLI Insured 920,P-300,GLI-UW2,2
GLI5671135,GenLiab,Active,2023-08-28,2024-08-27,Wisconsin,97047,4109.65,GLI Insured 921,P-300,GLI-UW2,5
GLI1820610,CommAuto,Active,2021-10-24,2022-10-24,Wisconsin,7220,5533.04,GLI Insured 922,P-300,,5
GLI7725530,CommAuto,Active,2021-09-24,2022-09-24,Wisconsin,7219,14358.56,GLI Insured 923,P-400,GLI-UW2,1
GLI5974384,CommAuto,Cancelled,2022-01-31,2023-01-31,Illinois,7219,9491.76,GLI Insured 924,,GLI-UW3,3
GLI7539295,WorkersComp,Active,2021-12-11,2022-12-11,Wisconsin,8017,12640.69,GLI Insured 925,P-500,GLI-UW3,2
GLI9753488,WorkersComp,Expired,2021-11-26,2022-11-26,Indiana,8742,4580.84,GLI Insured 926,P-300,GLI-UW3,4
GLI8067639,GenLiab,Expired,2021-04-18,2022-04-18,Illinois,91580,3912.34,GLI Insured 927,P-500,,2
GLI8995112,WorkersComp,Expired,2023-08-15,2024-08-14,Indiana,7380,15204.96,GLI Insured 928,P-300,GLI-UW2,1
GLI8851806,CommAuto,Active,2023-12-12,2024-12-11,Minnesota,7219,5879.77,GLI Insured 929,P-200,GLI-UW1,1
GLI6400942,WorkersComp,Active,2023-03-21,2024-03-20,Illinois,5183,,GLI Insured 930,P-200,GLI-UW1,1
GLI3283712,WorkersComp,Active,2023-07-29,2024-07-28,Illinois,7380,2207.61,GLI Insured 931,P-200,,1
GLI6033050,CommAuto,Active,2021-04-12,2022-04-12,Michigan,7230,5494.33,GLI Insured 932,P-100,GLI-UW1,2
GLI1005932,GenLiab,Expired,2024-02-09,2025-02-08,Illinois,41677,9656.91,GLI Insured 933,P-100,GLI-UW1,3
GLI2256118,CommAuto,Cancelled,2023-03-25,2024-03-24,Indiana,7219,3396.36,GLI Insured 934,P-100,,1
GLI5216604,WorkersComp,Cancelled,2021-10-04,2022-10-04,Wisconsin,8017,69134.3,GLI Insured 935,,GLI-UW2,2
GLI6227870,WorkersComp,Active,2023-07-06,2024-07-05,Wisconsin,8742,3721.28,GLI Insured 936,P-100,GLI-UW3,2
GLI4502324,GenLiab,Active,2023-10-27,2024-10-26,Illinois,97047,5192.86,GLI Insured 937,P-300,GLI-UW2,3
GLI2120966,GenLiab,Cancelled,2021-05-08,2022-05-08,Wisconsin,97047,9747.39,GLI Insured 938,,GLI-UW2,2
GLI1993584,GenLiab,Non-Renewed,2022-09-23,2023-09-23,Illinois,91580,10837.84,GLI Insured 939,P-400,GLI-UW1,1
GLI7884958,WorkersComp,Active,2023-08-11,2024-08-10,Wisconsin,8017,6497.47,GLI Insured 940,P-300,GLI-UW2,2
GLI3353898,GenLiab,Expired,2023-07-13,2024-07-12,Illinois,41677,4457.08,GLI Insured 941,P-400,GLI-UW1,3
GLI3412422,GenLiab,Active,2021-07-16,2022-07-16,Michigan,97047,9499.29,GLI Insured 942,P-200,GLI-UW3,1
GLI9068702,GenLiab,Active,2021-07-12,2022-07-12,Illinois,97047,7874.88,GLI Insured 943,P-100,GLI-UW2,1
GLI3688598,WorkersComp,Expired,2021-08-26,2022-08-26,Ohio,5191,8803.38,GLI Insured 944,P-500,GLI-UW1,4
GLI5067855,GenLiab,Cancelled,2022-08-21,2023-08-21,Wisconsin,58483,1226.68,GLI Insured 945,P-100,GLI-UW2,2
GLI7563888,CommAuto,Active,2023-03-03,2024-03-02,Illinois,7219,4462.24,GLI Insured 946,P-500,GLI-UW3,6
GLI3675009,CommAuto,Expired,2023-10-29,2024-10-28,Illinois,7220,12465.12,GLI Insured 947,P-100,,4
GLI8029809,CommAuto,Expired,2023-05-31,2024-05-30,Indiana,7210,6079.1,GLI Insured 948,P-400,GLI-UW2,2
GLI7559885,GenLiab,Expired,2024-01-03,2025-01-02,Michigan,97047,2920.19,GLI Insured 949,P-300,GLI-UW1,3
GLI4244232,GenLiab,Expired,2022-07-12,2023-07-12,Illinois,91580,1690.93,GLI Insured 950,,GLI-UW3,1
GLI5170367,GenLiab,Active,2021-12-07,2022-12-07,Illinois,41677,11696.22,GLI Insured 951,P-200,GLI-UW3,1
GLI6878859,CommAuto,Active,2021-11-03,2022-11-03,Minnesota,7220,2916.57,GLI Insured 952,,,5
GLI2183324,CommAuto,Expired,2021-04-19,2022-04-19,Ohio,7220,10246.24,GLI Insured 953,P-300,GLI-UW2,2
GLI4796768,CommAuto,Expired,2022-01-26,2023-01-26,Wisconsin,7230,10083.3,GLI Insured 954,P-400,GLI-UW2,1
GLI5634166,WorkersComp,Active,2021-08-24,2022-08-24,Michigan,9015,7087.76,GLI Insured 955,P-400,,6
GLI3356197,WorkersComp,Active,2022-03-18,2023-03-18,Wisconsin,9015,10856.58,GLI Insured 956,P-100,GLI-UW2,1
GLI7735054,GenLiab,Expired,2022-04-07,2023-04-07,Illinois,41677,7784.5,GLI Insured 957,P-400,GLI-UW1,2
GLI3071506,WorkersComp,Expired,2023-08-31,2024-08-30,Indiana,5191,2751.31,GLI Insured 958,P-200,GLI-UW2,1
GLI3547556,GenLiab,Expired,2023-04-04,2024-04-03,Indiana,91580,21273.23,GLI Insured 959,P-200,GLI-UW1,2
GLI4453272,GenLiab,Expired,2022-08-21,2023-08-21,Wisconsin,91580,8096.73,GLI Insured 960,P-500,GLI-UW3,2
GLI8438704,CommAuto,Active,2023-11-04,2024-11-03,Ohio,7219,4478.86,GLI Insured 961,,GLI-UW2,3
GLI3389217,GenLiab,Active,2021-07-15,2022-07-15,Michigan,91580,11958.4,GLI Insured 962,P-300,GLI-UW1,6
GLI5621624,CommAuto,Active,2022-03-15,2023-03-15,Illinois,7210,4981.66,GLI Insured 963,P-300,GLI-UW3,2
GLI6494025,WorkersComp,Expired,2023-06-25,2024-06-24,Wisconsin,8810,3044.4,GLI Insured 964,P-300,GLI-UW2,1
GLI1180674,WorkersComp,Expired,2021-10-24,2022-10-24,Michigan,8810,3924.6,GLI Insured 965,P-500,GLI-UW1,5
GLI2967833,GenLiab,Active,2021-05-21,2022-05-21,Illinois,41677,975.99,GLI Insured 966,,GLI-UW1,3
GLI9734558,GenLiab,Active,2022-06-19,2023-06-19,Michigan,41677,5726.48,GLI Insured 967,P-400,GLI-UW3,3
GLI6220408,CommAuto,Active,2022-04-19,2023-04-19,Illinois,7230,5923.87,GLI Insured 968,P-200,GLI-UW2,1
GLI9795303,WorkersComp,Expired,2021-12-27,2022-12-27,Illinois,8742,6844.87,GLI Insured 969,P-200,GLI-UW3,1
GLI2721547,WorkersComp,Active,2022-11-06,2023-11-06,Ohio,5183,2863.8,GLI Insured 970,P-100,GLI-UW1,2
GLI8903903,CommAuto,Active,2021-11-28,2022-11-28,Minnesota,7230,2845.38,GLI Insured 971,P-500,GLI-UW1,2
GLI4895353,CommAuto,Expired,2023-05-10,2024-05-09,Michigan,7230,,GLI Insured 972,,GLI-UW3,1
GLI8352983,CommAuto,Active,2021-03-23,2022-03-23,Michigan,7219,7384.71,GLI Insured 973,P-400,GLI-UW3,1
GLI6013404,GenLiab,Active,2023-04-01,2024-03-31,Indiana,97047,17076.48,GLI Insured 974,,GLI-UW2,1
GLI3094878,GenLiab,Non-Renewed,2021-07-01,2022-07-01,Indiana,97047,608.44,GLI Insured 975,P-200,,1
GLI8623020,WorkersComp,Cancelled,2024-01-09,2025-01-08,Illinois,9015,7548.17,GLI Insured 976,P-400,GLI-UW1,1
GLI3578265,WorkersComp,Active,2021-03-25,2022-03-25,Wisconsin,8742,4704.64,GLI Insured 977,P-300,GLI-UW3,2
GLI2181161,GenLiab,Expired,2021-10-17,2022-10-17,Michigan,91580,4409.22,GLI Insured 978,P-300,GLI-UW3,4
GLI6727358,CommAuto,Expired,2024-02-08,2025-02-07,Wisconsin,7210,7255.07,GLI Insured 979,P-400,GLI-UW1,3
GLI5565127,WorkersComp,Cancelled,2022-08-27,2023-08-27,Illinois,9015,5169.04,GLI Insured 980,P-200,GLI-UW2,3
GLI1687389,WorkersComp,Expired,2024-02-20,2025-02-19,Indiana,8810,15002.67,GLI Insured 981,P-400,,1
GLI7400536,GenLiab,Expired,2021-03-19,2022-03-19,Illinois,58483,26718.0,GLI Insured 982,P-400,GLI-UW3,1
GLI5285779,WorkersComp,Cancelled,2022-11-12,2023-11-12,Wisconsin,5183,5403.41,GLI Insured 983,P-500,GLI-UW2,2
GLI2893100,CommAuto,Active,2021-12-06,2022-12-06,Wisconsin,7220,3456.76,GLI Insured 984,P-400,GLI-UW2,2
GLI8827002,CommAuto,Expired,2022-12-15,2023-12-15,Illinois,7230,3402.96,GLI Insured 985,P-200,GLI-UW3,5
GLI8145593,WorkersComp,Active,2022-07-13,2023-07-13,Ohio,9015,69445.1,GLI Insured 986,P-300,,1
GLI3826222,CommAuto,Cancelled,2023-11-09,2024-11-08,Michigan,7220,2835.35,GLI Insured 987,P-100,GLI-UW3,4
GLI9175606,WorkersComp,Non-Renewed,2022-05-12,2023-05-12,Ohio,5191,30423.52,GLI Insured 988,P-200,GLI-UW3,2
GLI5883963,WorkersComp,Active,2022-03-22,2023-03-22,Michigan,5191,7845.43,GLI Insured 989,P-300,GLI-UW1,4
GLI4768723,WorkersComp,Active,2023-10-29,2024-10-28,Michigan,8017,9445.02,GLI Insured 990,P-100,GLI-UW3,2
GLI9771788,CommAuto,Active,2023-11-05,2024-11-04,Michigan,7219,7185.53,GLI Insured 991,P-300,GLI-UW1,4
GLI2728894,GenLiab,Active,2023-11-06,2024-11-05,Wisconsin,97047,4031.25,GLI Insured 992,P-200,GLI-UW3,2
GLI2486007,WorkersComp,Active,2022-05-13,2023-05-13,Michigan,5191,19619.31,GLI Insured 993,P-100,GLI-UW1,2
GLI7082569,GenLiab,Expired,2021-09-19,2022-09-19,Michigan,58483,4352.71,GLI Insured 994,P-300,GLI-UW2,6
GLI5048217,WorkersComp,Expired,2022-02-17,2023-02-17,Minnesota,7380,3097.4,GLI Insured 995,P-200,GLI-UW3,2
GLI9296866,CommAuto,Expired,2023-05-04,2024-05-03,Ohio,7210,8198.33,GLI Insured 996,P-100,GLI-UW3,4
GLI8255765,CommAuto,Active,2021-07-24,2022-07-24,Illinois,7219,6168.58,GLI Insured 997,P-200,,1
GLI8074517,CommAuto,Expired,2021-12-25,2022-12-25,Illinois,7219,2669.7,GLI Insured 998,P-200,GLI-UW1,1
GLI1950471,WorkersComp,Cancelled,2021-11-16,2022-11-16,Indiana,8017,22867.69,GLI Insured 999,P-200,GLI-UW1,2
GLI2764796,WorkersComp,Active,2024-01-09,2025-01-08,Illinois,5183,3341.12,GLI Insured 1000,P-200,,3
GLI5701035,CommAuto,Active,2021-12-23,2022-12-23,Illinois,7219,5410.09,GLI Insured 1001,P-300,GLI-UW1,3
GLI5628257,WorkersComp,Active,2021-07-18,2022-07-18,Illinois,5183,1766.17,GLI Insured 1002,P-100,GLI-UW3,1
GLI5222335,GenLiab,Active,2023-11-04,2024-11-03,Wisconsin,58483,3978.17,GLI Insured 1003,P-100,,3
GLI9519865,WorkersComp,Expired,2024-01-16,2025-01-15,Wisconsin,8742,3797.16,GLI Insured 1004,P-400,,1
GLI6516846,CommAuto,Active,2021-07-27,2022-07-27,Michigan,7210,1666.55,GLI Insured 1005,P-200,GLI-UW2,6
GLI8040480,CommAuto,Cancelled,2022-02-01,2023-02-01,Minnesota,7210,4093.51,GLI Insured 1006,P-400,GLI-UW3,2
GLI5215259,CommAuto,Cancelled,2022-07-19,2023-07-19,Wisconsin,7230,5076.81,GLI Insured 1007,P-200,GLI-UW2,1
GLI6983783,GenLiab,Active,2023-06-25,2024-06-24,Illinois,41677,,GLI Insured 1008,,GLI-UW2,1
GLI2394075,CommAuto,Active,2023-03-11,2024-03-10,Michigan,7220,4028.61,GLI Insured 1009,P-200,GLI-UW1,5
GLI1216864,WorkersComp,Expired,2022-06-05,2023-06-05,Illinois,8742,11941.51,GLI Insured 1010,P-400,GLI-UW3,2
GLI2696696,GenLiab,Cancelled,2022-08-20,2023-08-20,Minnesota,41677,2211.68,GLI Insured 1011,P-200,GLI-UW1,2
GLI9146156,WorkersComp,Active,2023-06-11,2024-06-10,Wisconsin,8810,3669.33,GLI Insured 1012,P-300,GLI-UW3,3
GLI5072572,CommAuto,Non-Renewed,2021-07-01,2022-07-01,Minnesota,7230,3974.0,GLI Insured 1013,P-300,GLI-UW2,5
GLI9304320,GenLiab,Expired,2023-08-02,2024-08-01,Wisconsin,41677,2694.9,GLI Insured 1014,P-100,GLI-UW2,2
GLI4714276,WorkersComp,Active,2021-05-27,2022-05-27,Ohio,8810,8143.62,GLI Insured 1015,P-100,GLI-UW1,1
GLI8277403,CommAuto,Expired,2022-12-17,2023-12-17,Michigan,7210,2552.92,GLI Insured 1016,,GLI-UW3,3
GLI5458615,WorkersComp,Active,2023-05-18,2024-05-17,Minnesota,5191,7025.67,GLI Insured 1017,P-500,GLI-UW2,2
GLI2744250,GenLiab,Active,2021-04-26,2022-04-26,Michigan,41677,1434.32,GLI Insured 1018,P-400,GLI-UW3,1
GLI9184965,GenLiab,Expired,2022-03-30,2023-03-30,Michigan,41677,1380.61,GLI Insured 1019,P-500,GLI-UW1,2
GLI7305252,WorkersComp,Active,2023-04-05,2024-04-04,Indiana,5191,4250.0,GLI Insured 1020,P-100,GLI-UW1,3
GLI9706817,WorkersComp,Active,2023-05-10,2024-05-09,Indiana,8017,2455.08,GLI Insured 1021,P-400,GLI-UW1,3
GLI7418748,CommAuto,Active,2023-09-08,2024-09-07,Ohio,7230,640.94,GLI Insured 1022,P-200,GLI-UW1,6
GLI1706341,WorkersComp,Active,2022-06-04,2023-06-04,Wisconsin,7380,12510.4,GLI Insured 1023,P-300,GLI-UW1,2
GLI2808544,WorkersComp,Active,2021-11-16,2022-11-16,Illinois,8017,19422.7,GLI Insured 1024,P-500,GLI-UW3,2
GLI2653843,CommAuto,Expired,2023-11-07,2024-11-06,Illinois,7220,7425.22,GLI Insured 1025,P-100,GLI-UW1,1
GLI2592385,GenLiab,Active,2024-01-08,2025-01-07,Wisconsin,91580,4839.23,GLI Insured 1026,P-400,GLI-UW1,4
GLI2970875,WorkersComp,Active,2023-06-11,2024-06-10,Ohio,5183,6986.71,GLI Insured 1027,P-300,GLI-UW1,1
GLI5003283,WorkersComp,Active,2022-01-17,2023-01-17,Illinois,8742,8860.42,GLI Insured 1028,P-300,GLI-UW3,5
GLI7051555,GenLiab,Active,2022-07-08,2023-07-08,Michigan,58483,3217.3,GLI Insured 1029,,GLI-UW2,2
GLI8077121,WorkersComp,Active,2024-02-01,2025-01-31,Indiana,5183,1543.28,GLI Insured 1030,P-500,GLI-UW2,2
GLI7605946,CommAuto,Cancelled,2022-10-11,2023-10-11,Ohio,7220,9239.4,GLI Insured 1031,P-100,GLI-UW3,2
GLI1668822,CommAuto,Expired,2023-12-14,2024-12-13,Michigan,7219,4064.49,GLI Insured 1032,P-400,GLI-UW2,6
GLI6826801,WorkersComp,Non-Renewed,2021-08-01,2022-08-01,Illinois,5183,7766.68,GLI Insured 1033,P-300,GLI-UW1,6
GLI8386086,CommAuto,Active,2023-08-04,2024-08-03,Minnesota,7230,3223.8,GLI Insured 1034,P-100,GLI-UW3,6
GLI8729984,CommAuto,Cancelled,2021-05-03,2022-05-03,Illinois,7220,6096.96,GLI Insured 1035,P-500,GLI-UW2,3
GLI9770547,CommAuto,Expired,2023-07-03,2024-07-02,Indiana,7220,3704.67,GLI Insured 1036,P-100,GLI-UW2,1
GLI1625391,CommAuto,Expired,2021-07-14,2022-07-14,Illinois,7219,2856.72,GLI Insured 1037,P-100,GLI-UW3,2
GLI7688954,GenLiab,Active,2021-08-21,2022-08-21,Illinois,58483,4152.62,GLI Insured 1038,P-100,GLI-UW1,1
GLI8244357,CommAuto,Active,2021-12-24,2022-12-24,Ohio,7210,4210.9,GLI Insured 1039,P-200,GLI-UW1,3
GLI1430177,WorkersComp,Cancelled,2021-05-21,2022-05-21,Indiana,9015,2871.5,GLI Insured 1040,P-100,,2
GLI4624541,WorkersComp,Expired,2023-03-27,2024-03-26,Wisconsin,8017,28934.94,GLI Insured 1041,P-400,GLI-UW2,3
GLI4032275,WorkersComp,Expired,2022-09-20,2023-09-20,Michigan,5191,4692.03,GLI Insured 1042,P-300,GLI-UW2,1
GLI1405076,GenLiab,Active,2023-05-15,2024-05-14,Michigan,58483,2875.15,GLI Insured 1043,P-300,GLI-UW3,4
GLI6519070,GenLiab,Active,2022-09-27,2023-09-27,Illinois,97047,4014.48,GLI Insured 1044,P-100,GLI-UW1,6
